,Tenure
7980,64.94053
8850,64.56459
9345,50.24277
9276,54.21518
521,2.915827364
3232,4.527649
226,6.035737465
3953,4.538742
1427,4.672608309
8748,57.98413
8060,58.52641
5525,64.26152
167,8.044444101
1103,6.435331488
9089,60.96083
6759,65.54138
7648,64.92325
5473,51.55857
2376,5.59356
296,14.86764776
1785,17.56134872
7684,54.37108
7174,61.72511
4700,4.581601
5657,71.9056
6492,55.15375
7978,60.96912
1085,17.48396291
5888,62.94907
9715,71.25391
8057,44.79567
1402,3.868738215
9827,61.10676
3977,3.932102
3652,23.75492
4456,9.131577
4912,11.69119
2579,18.32904
2288,3.908371
8301,71.92785
2090,22.04122
5818,67.90183
2929,21.53238
256,11.86252419
3838,2.771756
6049,67.57419
9862,56.54679
4100,11.94952
7977,67.71293
3039,7.72199
334,8.701581043
7053,71.61852
9617,49.57035
6939,57.13562
6768,54.46857
779,8.908332009
4277,3.606976
1507,6.7464384
3776,12.50785
2206,3.990716
6836,45.16032
8461,68.45528
4430,2.382538
7923,64.2522
8249,69.68937
8447,55.18746
6061,61.63974
4643,20.91805
3546,5.14486
7176,65.74105
5141,51.21873
1261,14.96689418
2128,5.943865
9748,70.35289
2849,3.600682
4168,6.941165
5355,54.07152
992,11.76491612
5498,70.72564
6714,60.19517
2054,2.654262
9333,69.69574
1536,3.866527859
9071,59.9737
487,2.640977982
9228,67.92751
7325,61.37365
6005,56.08957
7230,60.75202
7235,52.07056
2890,7.881289
578,4.964368923
651,10.57261422
272,1.926789854
8083,65.63224
7810,58.13967
1997,6.22614246
7049,66.27571
2436,1.932155
2006,5.982479
6877,71.81157
4608,4.768185
7481,67.26256
1946,3.892424053
7415,51.58906
1201,1.43538042
3813,2.398402
4033,3.983529
7473,59.50705
3667,4.674127
1730,9.490754438
8709,63.56932
5567,41.8312
6837,60.64795
3812,8.249104
6740,56.5926
4676,7.821554
1283,3.418302206
1455,2.181372893
5322,44.64514
9792,69.10375
190,1.408375942
4645,13.21297
565,1.387575524
2501,12.00909
9368,71.96367
48,7.760290062
1611,4.448210386
9482,71.99928
6821,57.18462
2043,3.08799
377,4.258552081
4413,6.92143
5607,59.43102
4087,9.112126
6755,65.14451
1495,14.60426293
2081,14.86711
7612,51.40304
2201,4.028152
1382,4.891651665
8960,70.69188
4737,9.712168
6948,64.63983
3086,6.446693
4339,13.21733
8339,65.13745
6152,65.79896
5461,58.23726
7805,47.11262
5228,67.97011
2685,4.534721
5725,53.12753
8051,65.84526
7655,58.40109
8544,57.0815
4007,2.438513
8195,66.7439
6985,61.78097
9698,44.92195
6488,64.5515
2587,11.64744
8221,55.04679
4534,15.4522
5416,69.2962
2284,18.13802
3358,9.873117
834,6.28842083
5667,52.14985
8046,70.99802
3169,9.910534
8018,38.64796
555,7.604093453
265,23.79323993
3637,10.45425
1109,4.611940238
7346,64.00973
7457,66.89083
159,14.85781115
1106,6.867358844
230,5.049303717
7467,50.80222
6642,61.96931
9802,49.94733
3071,4.454344
9543,56.8243
7070,69.71148
9520,66.89696
4813,29.58658
7854,58.97078
2113,10.99952
2585,15.2121
1824,3.999140345
1813,12.70583343
8310,46.84844
4520,3.77596
4568,14.41688
7037,43.15974
3585,6.394005
2007,1.26105
8849,51.9647
125,7.231032028
1149,1.112321784
9098,50.30932
1121,3.147892285
247,12.73622643
9371,47.04565
2092,5.855847
9534,58.20259
5235,71.52864
3274,2.327566
6552,42.43922
9970,61.51366
693,11.90088632
5367,53.45259
5053,71.53343
9298,47.77384
499,16.92163398
7398,46.50319
6575,66.83431
5777,68.41013
8726,70.33975
5741,64.47076
2183,21.58352
1176,6.339408608
5529,70.634
1029,6.339774346
4945,8.596064
6425,59.74092
3932,8.920338
3181,20.3759
528,1.781895205
3850,5.446201
6665,61.37983
9416,57.49343
3222,13.31462
2017,16.81532
9151,69.97252
3402,3.545553
7509,62.58109
6412,64.67817
4752,11.89052
6561,61.11318
1748,15.08846657
6591,48.37971
3147,9.075014
2036,7.231407
9,3.422086139
5121,62.76356
3374,4.38777
6027,46.80924
5523,62.01898
5505,45.6394
8362,45.22174
2817,4.848049
3114,1.304537
2734,13.81356
7892,63.98562
1132,10.24058579
2268,16.30451
2506,8.940085
201,18.56165869
8330,55.83128
8185,70.03794
5891,40.7843
7945,48.00544
221,4.973046104
454,7.457173484
242,2.861423443
2892,10.76391
7731,46.98814
4254,1.14019
6712,61.76369
3828,8.284386
8655,48.45122
1095,7.172070851
8006,61.35472
42,3.924254455
5868,64.11549
154,18.91276578
6694,59.41977
8132,63.25754
6685,71.57518
1379,14.23594392
6041,41.60875
4757,5.192447
8072,63.36271
4546,17.95045
9693,52.58164
1593,16.52190477
9262,62.20437
7699,62.02081
176,8.850426839
9334,57.23085
3696,1.671807
3140,4.433189
3079,8.922175
3981,8.475773
8276,39.27289
8845,53.60305
7602,59.05181
6968,45.63215
3118,11.00718
2613,1.768753
6825,70.39354
6748,55.91669
2434,12.0068
7450,63.71587
1645,4.261408572
189,7.007695148
4135,22.13831
3510,3.155188
9054,66.42219
9983,58.54167
4214,11.59641
8789,50.49273
1644,10.01241216
8034,58.08347
5186,44.25204
4001,7.038169
3100,3.493433
5686,68.29684
8128,71.77654
8259,52.39253
2411,6.452058
7062,61.079
7577,68.47904
8662,45.48614
6554,52.5986
3368,12.82008
597,4.768869377
2476,8.040278
8204,55.15311
3790,9.747138
5034,64.9788
4501,5.123883
7986,70.45268
6046,60.17035
5399,57.56766
8734,59.53457
994,5.011675804
5562,38.71974
6376,63.43732
2784,3.474901
1468,12.13508874
5232,66.62742
3065,28.06447
4490,21.72982
2500,3.627104
8938,69.82128
9291,68.79305
491,10.06913982
2021,8.954465
4299,9.517804
799,28.86969715
1069,4.218778557
8410,48.04306
9436,41.84938
5099,66.89101
2227,10.269
462,13.99579075
5794,67.65646
7359,68.08474
9213,51.8548
3566,19.95038
4539,8.592449
836,15.74763468
8562,62.77262
1761,17.96501147
2948,8.681614
4558,2.941261
6353,60.48709
9750,68.08277
9474,56.22378
4848,4.579843
3030,8.74736
8899,68.54375
3842,7.852216
3456,3.424062
1835,16.00167972
6721,62.37748
8754,56.15392
8643,50.95377
2193,2.918826
9083,70.00904
2639,17.45182
2031,11.93639
7188,58.13955
3856,21.42092
119,9.344886869
2620,7.674186
4855,15.1631
424,7.484425045
9517,54.89306
4055,12.51669
7722,66.67317
3990,2.758928
320,3.115945151
8724,62.83864
9204,59.20412
4653,5.464636
2754,10.44767
7610,57.37651
6756,65.66308
2972,10.29318
4392,4.225661
8117,64.62702
9230,50.84459
7991,63.20163
9335,68.95831
1454,10.11687657
1167,7.245906912
5561,53.66219
3023,19.77964
5010,63.77246
3594,12.62769
6902,67.70921
8098,65.2185
6883,69.26448
4639,3.171487
36,3.312991809
9691,66.37599
9980,54.05623
9616,51.4383
8750,42.04904
920,12.81881129
9946,70.14031
4166,5.606293
121,4.799514433
9742,61.73668
8488,61.35418
5425,65.52605
5447,61.33997
2124,16.85088
1351,19.43267321
8780,60.72007
3431,5.387532
7149,68.28597
692,18.92157073
2032,2.155733
2431,11.13625
1297,7.273510936
6706,57.86914
9796,56.40122
2569,3.765838
2530,18.529
8187,39.27244
1654,14.5222363
9569,46.90599
4492,3.592376
3636,1.110729
5221,55.2288
7080,61.19712
1514,9.808669685
150,5.562130367
2774,6.021823
4064,2.415421
5122,54.55822
7982,60.12954
9133,66.67389
6277,69.50311
888,13.04114417
6810,55.01782
7556,61.88348
4310,14.69884
2797,9.887746
9538,56.29659
7688,54.26571
2872,6.699323
4634,12.65954
5134,69.91306
2550,9.05316
4959,18.83056
8412,64.15463
5764,67.75314
1766,17.1001258
7297,54.64119
7432,45.23339
4964,6.306379
9557,60.46744
6651,53.34051
44,8.798394712
3944,4.008932
181,23.00764441
5941,46.60224
7499,57.48285
7857,69.91714
6727,58.01991
7065,71.34241
3051,4.462414
4298,14.55246
6520,42.83737
7041,55.54569
1373,2.045299662
8497,51.58987
8214,67.68938
9189,61.88298
9934,61.85574
449,1.715329149
1156,10.22370845
2137,8.353798
6667,55.61318
7780,70.54929
7061,68.3428
140,4.13273503
2448,2.12851
8251,70.4936
4960,10.90429
9459,58.87612
8302,69.16679
6020,68.19039
5680,39.13842
6848,52.17722
1220,8.886360176
665,1.846161288
3253,2.590681
5622,66.0517
5587,60.34933
6272,54.67507
7841,64.98884
6671,46.22292
6125,68.24302
3689,7.490867
9172,66.27924
4581,7.812114
8123,64.07652
915,15.42700763
7479,69.02789
6426,68.60052
1845,17.31776736
3019,5.867453
8607,70.40991
4406,2.780152
6794,54.0886
9006,58.23259
1328,5.173463744
4284,10.15451
551,7.793733508
8243,69.13685
7471,66.94354
7530,62.11655
2359,9.25848
7001,68.63397
7848,66.81622
2048,7.793232
1466,4.002381804
8815,65.99581
6434,65.62921
5286,66.47928
2936,32.97693
7562,41.90646
5916,44.47594
1746,13.28713487
3883,4.570915
1519,15.54691331
5938,68.41303
4399,10.44433
5474,66.10268
2503,19.14656
5886,69.90673
5664,54.8774
3954,8.525122
5167,51.4346
7735,56.77763
541,8.932053699
1359,29.70527547
1985,8.69123648
8213,63.99474
9495,66.75045
9036,68.22677
6880,59.78343
9641,52.4705
5747,52.51777
253,4.135827839
660,5.991017375
6828,53.02619
2241,1.198203
8691,70.61755
7201,54.04994
7976,58.69071
8594,67.10152
974,1.591333405
8941,69.44504
6963,69.97948
4306,7.633263
8205,64.44587
9073,57.65657
5922,65.51642
7411,69.37716
9268,69.84899
5018,67.15579
5771,61.30642
8939,65.71805
6924,56.46995
5398,55.28921
4127,4.245048
3297,3.088732
1516,11.55805828
6101,66.58949
1035,10.11019941
9678,67.98735
33,20.89923386
6268,51.95172
2933,9.417302
8570,38.84886
683,7.847288476
7214,55.00167
3705,9.19773
244,4.98152586
9391,66.83137
7057,70.13699
4532,10.65198
4579,3.147832
1235,11.96148946
3858,5.799375
1238,8.825774698
6138,58.41511
8434,65.25348
1418,4.594946825
6970,58.04214
704,7.979145258
3443,4.193947
4138,5.140738
6129,56.86301
574,6.786723844
8130,71.44783
9203,64.82482
4659,4.208515
6887,47.98669
4063,19.46465
9585,71.31394
9506,64.94288
234,7.873371451
6984,66.76266
1467,2.698284625
5352,51.28687
2162,6.575242
5371,47.99369
4601,8.093081
495,8.573785357
572,6.956508263
6726,58.24766
5815,47.96511
6455,68.78168
1102,9.2766412
1145,8.417226873
6009,64.81359
4156,5.877819
5510,63.96491
4343,11.19005
5806,67.61943
4412,13.00557
4029,1.616979
1091,18.97328429
3925,10.86326
3524,18.34717
9630,64.00501
3857,34.49234
2499,2.301772
2250,4.674085
2134,9.637159
5579,66.00861
4024,15.19686
5873,71.0114
4251,18.9981
8746,54.09544
9338,53.54212
6452,63.4041
1098,2.451256489
7455,64.91211
4846,4.212653
390,3.045064701
7032,71.63589
8078,58.73351
3750,16.05745
2009,2.175619
2760,10.68972
1662,2.552193205
8505,48.60336
4398,7.579193
7422,60.7303
5366,62.10157
7105,44.13783
4753,6.971587
170,15.50354683
5218,54.0433
9382,64.81224
3553,14.74415
2826,10.93329
2167,5.237873
2919,3.109148
4580,10.83268
1240,15.56696462
3482,15.71625
4085,6.971251
7721,60.69643
9146,57.86469
1237,21.10862922
7925,51.54883
3315,7.146126
3992,15.91192
8052,68.90677
3125,8.201372
224,6.945736396
735,5.473564746
8973,65.33904
1577,3.509036092
9798,65.0829
671,7.279044337
1363,4.55454522
6368,65.44679
6214,54.03406
4226,3.817742
9896,68.57996
2509,8.522053
9026,59.48026
7947,70.14056
8178,63.89833
9380,56.40613
39,16.04202196
7858,49.86477
4191,23.40043
6284,64.80406
9305,69.2394
31,3.586184954
722,10.35063785
4780,7.329775
7953,55.78075
4022,10.94068
5485,62.5003
8482,50.44094
8805,69.12212
415,5.2551003
126,4.627672042
3789,2.555762
7195,54.26701
2958,10.92196
1461,3.724597242
4894,6.994401
5188,63.68805
8278,59.28333
1294,8.343625652
7327,53.96674
8633,64.95453
5093,67.04233
8955,51.53504
7242,70.49801
5742,60.16687
4892,8.324111
6443,66.30503
8668,69.22974
8265,48.9954
1669,3.810228199
6920,55.18855
3152,2.923404
9283,59.36904
2898,6.915354
5925,60.04495
7497,62.40518
6678,66.6997
8690,66.54637
6648,60.29534
9971,59.14016
6632,55.59681
7092,41.71275
7309,64.29382
4665,6.360959
5926,53.80449
1831,11.76797971
410,3.778575882
9870,54.02641
9964,70.2982
2049,13.37596
7256,64.52906
2749,11.38275
3273,10.70349
8682,51.72997
3841,9.742042
6411,62.26072
476,13.82188875
1872,2.231526082
1070,2.205915318
5867,65.67374
1270,4.61174735
5855,62.39739
4290,7.518447
2406,4.867834
5540,60.83302
3855,10.45843
8398,64.33856
9582,39.23379
839,4.310152224
23,8.543717478
8605,68.52272
7590,66.58823
9536,67.6308
8838,51.67488
6078,52.36613
6929,66.39976
1597,6.605815722
8005,70.42914
3545,10.78369
2470,18.8572
7662,66.97927
5341,66.87947
6882,68.08911
4074,14.87243
8972,63.22009
6178,60.36546
7859,41.3275
5326,54.58835
5838,50.46018
9685,58.53134
9674,57.36298
6092,67.1217
5861,44.99139
4575,7.84461
369,12.3492819
7583,39.71501
1861,24.02275725
3657,10.55165
1286,10.34247598
4687,11.89464
5559,61.92686
6065,61.76772
2189,4.275019
5654,50.58158
9759,67.66702
1533,14.92730216
7971,51.35655
6109,64.61204
6224,60.43351
883,14.04985628
8001,51.67996
3557,16.26349
2060,12.4962
7631,65.36086
3955,2.09202
9730,48.38976
1453,10.46452162
3170,1.597599
8659,61.63116
7241,69.5381
8865,56.76973
5069,70.38153
8986,58.72004
8920,70.66533
277,23.103996
1640,3.453443904
9319,51.426
2662,11.46674
6925,58.76836
8070,60.24235
3651,7.934658
1554,12.63923748
2087,9.832835
5470,60.25968
2363,14.80365
7570,60.69402
6427,58.46636
1651,11.07083425
4164,8.596278
1231,15.32475177
9232,61.52908
8520,56.24647
2543,4.044209
3373,11.59206
1082,2.871446409
273,11.77389421
4233,3.761516
5632,56.9978
133,9.743201772
7055,54.44532
18,17.10995632
7384,71.11595
406,32.30772134
8445,67.75127
4597,2.507107
6392,67.32753
6776,60.17878
2578,10.29048
3514,9.068923
1842,12.24494477
5665,67.0795
3710,4.226363
6715,61.51143
3480,18.08688
519,7.228526307
4275,5.321365
9218,71.59806
558,8.874920206
7694,38.06839
885,9.595456517
7046,60.2958
2059,3.465896
3664,4.561449
196,15.87685513
6394,68.10386
5502,68.96904
9020,65.31625
3021,2.80856
5075,64.38126
776,25.77611616
2453,5.395611
2663,4.469398
3673,2.277916
9108,66.03822
15,13.87001293
8710,48.20556
32,4.727388465
8207,42.32324
3848,2.719751
8307,55.67421
5193,66.46762
9357,58.54629
7199,49.74162
3774,3.613493
532,8.650238791
2949,15.38202
257,2.416685985
2097,11.50316
7975,67.5017
5924,52.89423
9253,65.85662
7487,65.37201
4172,24.79814
4316,15.10612
8786,51.2129
6486,66.57869
6497,63.66597
5921,60.97795
7227,69.09962
2652,4.812563
6408,66.34756
3194,8.373701
6003,59.46448
7864,69.05044
9439,57.27183
4337,6.186286
7937,65.84668
402,1.379696124
8455,67.39064
3034,18.24928
3991,1.399445
6111,56.42112
2604,5.457127
2016,3.151239
7237,44.79742
9790,71.40639
7324,52.09557
325,5.954024226
2152,4.749684
7045,63.25058
3681,8.808902
8137,65.13371
5424,64.61766
7904,70.02925
9773,60.45224
3564,9.38783
5386,58.86685
1826,12.16872039
1718,2.667736094
134,9.482919033
1421,3.295993837
5808,59.94889
9167,50.8968
5275,43.1183
2279,9.307673
4016,22.48816
7274,65.01857
3761,12.80172
3010,6.548905
5274,59.238
628,3.905351198
9349,42.6185
5737,50.89715
5617,55.31656
4311,3.260154
6062,45.58687
1884,3.386665328
893,3.317348927
5138,60.93197
6375,48.98746
4498,1.655301
3488,2.569515
7144,63.56516
1172,6.126946607
8350,44.57297
8425,51.53674
6814,64.42046
9250,62.67099
9321,67.26027
4153,12.63051
1928,20.00794461
2153,21.61867
620,11.38939562
6937,64.4649
7394,51.58437
2602,14.01692
3699,15.84313
728,11.70347852
8240,50.14744
5570,61.42037
2271,2.977062
3326,1.786765
8076,55.97831
9866,40.41527
2577,5.525134
342,9.475983046
2178,3.383778
2267,25.32558
6107,64.54916
4477,2.577535
5750,64.44732
3207,6.678303
4422,9.49754
146,3.180102025
6935,64.11078
5373,62.82387
5690,57.36372
4981,9.836442
4070,8.839856
144,3.237560234
6502,68.55374
2175,30.7698
9490,57.92283
1984,6.12261616
6071,57.38041
3601,7.431055
5875,50.77685
9552,66.4489
4384,6.31339
9068,51.7077
9695,40.14232
9719,66.21339
7357,49.53164
1852,10.5309984
4347,11.20643
4999,5.368306
9051,68.59815
7100,54.23845
8783,40.53237
4381,6.91807
5428,60.91354
4105,27.47595
1194,9.764790968
6829,43.10629
2576,6.960522
9492,54.87013
2686,10.06395
3864,16.22349
9512,68.20701
6150,67.89181
5883,65.54969
8406,36.98095
1791,2.542844079
5783,66.63219
8179,64.49464
9244,70.48211
2390,2.687062
7218,61.11248
6067,60.03811
9751,60.08453
4170,7.33513
3930,6.247141
3424,9.39804
6946,45.59554
7836,64.28134
5006,69.33909
7122,48.99429
938,15.90065569
6753,63.30988
3697,10.35779
3671,3.911083
4418,7.332162
1399,4.32321356
9910,57.24323
9897,67.17715
5112,47.96609
635,9.126959742
6851,51.41461
1529,17.0219219
9271,58.58794
3027,18.47081
9679,56.49332
1656,1.849371568
2513,10.85169
6904,62.03353
9758,66.53731
9064,62.23915
489,1.634394387
5356,52.83276
1067,15.24536909
9752,62.55977
2030,3.434965
6378,44.59308
8812,60.99965
3043,2.266934
1768,15.12166154
771,9.043575718
2836,7.606099
6390,67.89706
4764,3.770144
6351,63.72195
6541,66.77022
1874,4.992706522
7145,62.82563
7112,71.83307
7240,56.68304
9952,67.0374
9390,67.95515
7767,54.55234
8545,60.0122
9696,60.5411
8311,62.08563
2076,7.978289
4328,4.51753
2539,2.440244
9182,70.69994
8236,69.54041
9626,62.38737
5281,59.51347
3156,3.41763
7289,66.2968
5636,58.05485
4866,1.74299
5613,70.02121
7819,65.40232
8919,65.32158
7633,66.34362
587,3.137169138
1139,4.153793775
1540,3.569000983
3894,28.2824
3653,1.598259
6104,68.15887
9711,64.33534
8250,63.64621
4606,2.347884
8095,48.87162
5842,61.85233
1595,8.659495781
4982,2.63695
5920,61.10961
9179,56.92191
4688,14.0795
3131,2.123318
3641,3.636783
5253,67.55257
8173,56.97428
4148,2.647286
6943,71.15704
5826,62.11937
1741,8.482460246
2888,18.58829
5585,58.67143
9468,54.74318
1599,3.195246168
6635,70.36489
9531,52.38371
5257,54.11264
6818,61.9089
9442,39.27473
4872,8.686291
1607,5.638280421
4448,6.736871
4711,6.027061
5136,45.45067
396,4.221959275
2140,8.394454
1666,13.79138076
508,1.534192133
6766,69.74945
9527,64.68955
3437,6.89036
7832,68.28659
9738,67.19702
8708,70.50313
5076,56.35343
9999,63.35086
9249,66.50393
3353,11.85169
8068,53.32394
8359,60.08382
5508,71.44192
1585,7.208423897
9572,65.14504
4258,20.52789
2427,13.12966
237,9.405224809
7350,59.82583
4827,5.976743
8611,70.83727
38,9.847563364
6672,69.10048
2182,16.04075
4159,2.026825
8684,71.31658
8943,63.43387
9508,55.87037
9789,51.63569
7626,68.04429
313,8.892893007
5372,69.86503
7059,65.11213
2693,4.888977
4631,19.6447
852,4.784582646
3083,8.268061
4126,18.03946
1788,2.095488213
4563,6.999666
2551,10.86199
2378,2.992589
8438,42.93116
3523,3.084418
2029,7.178731
2999,3.000251
4976,8.930383
8168,68.79253
8965,71.13774
422,6.437878909
4592,2.893617
8744,64.5472
2847,5.448172
3611,9.349363
6876,58.19535
760,3.293435643
3378,14.77367
1480,3.784962992
2633,6.554584
8431,69.36684
4194,1.743805
233,16.0708543
509,9.039309605
8304,52.1213
1136,14.58313517
3453,3.924177
188,5.587484456
3055,6.967998
3212,1.832601
5094,61.57078
1797,16.11472911
1358,7.819783852
7084,63.43629
2931,8.840599
9647,66.50879
4954,4.771263
7756,62.43485
6754,68.60299
4567,2.804449
50,3.343811019
9336,38.2827
9331,53.99857
5526,68.68481
9001,69.91998
4197,14.10279
1804,11.89492044
5809,70.31022
6047,52.42844
3908,11.00328
7076,64.7835
6624,57.87826
6619,52.41439
8300,61.75393
7345,66.49135
4507,5.113589
3037,5.97747
1163,8.634921784
5900,71.82846
1051,8.700517617
3327,7.685124
6464,55.22194
9027,69.39129
7593,70.85782
1124,2.072317222
7472,46.91449
8145,54.55457
8720,62.50486
5915,66.16845
878,18.66504433
7437,70.18772
8134,55.63139
3989,13.21976
2154,15.51194
6987,55.6096
4443,12.45303
6859,52.13448
8848,64.56029
3752,8.462066
143,5.15825129
2648,3.533323
5306,49.78137
8998,71.65648
2861,9.693608
1282,10.44973947
7164,63.69896
5536,65.41235
5904,67.97028
1509,4.909764597
8215,63.79124
1285,1.963127209
8606,49.98309
6864,61.13547
5885,44.89729
380,32.0730133
384,17.18829795
3449,9.62756
4301,25.46342
4273,7.816831
3243,1.201284
1887,6.678176681
3220,7.035161
8767,69.59341
7097,69.14122
8329,53.47075
4674,7.600934
5711,66.19811
6783,49.27633
4230,9.031197
174,7.34059599
2831,10.75614
7257,62.5497
3709,1.215614
7856,66.36071
343,4.893221514
3262,28.57082
7005,66.52549
3613,2.368597
6501,65.62879
9177,49.19446
8492,71.99418
397,9.797427154
4495,12.94793
2457,1.76478
220,2.73951266
1870,10.86852566
4955,19.52917
4977,6.62916
7192,51.95009
7847,66.17677
7968,54.23761
7489,59.43728
2263,11.53977
4542,3.11391
6858,59.42848
7757,68.12367
5002,61.5999
4663,10.76731
7990,51.19372
5056,62.9209
3910,8.813715
1281,1.225588884
8022,52.66362
7800,65.52483
9453,71.54844
9690,48.07729
6477,69.02836
4178,26.10713
9200,52.30521
7286,46.21777
5052,65.15989
8209,41.93978
1869,9.351000629
1257,17.68782231
8340,71.68832
6189,62.58644
8624,55.51616
3439,14.00176
8737,60.77384
9457,68.63549
2070,5.430488
4250,4.082591
289,12.75609778
8229,57.72738
1978,16.01233793
5206,69.05548
1751,3.319853958
3645,18.21715
1166,17.39605821
8924,43.98704
9842,46.0622
1893,18.7939759
5972,49.60721
5151,52.61686
9824,51.9989
3959,1.578151
2164,7.890163
4978,8.004483
5091,63.24314
1334,4.777862937
4086,2.779089
4629,15.46234
6928,57.7129
2002,13.29584
6577,61.32236
6978,65.93881
627,15.37394197
3182,6.815025
4234,10.1408
7589,58.2249
6878,69.38285
6951,53.26798
3192,6.735348
9960,54.1338
831,1.440416687
304,16.84928353
6199,68.6808
7872,70.54541
8269,52.64455
281,1.586331702
3473,5.318865
9323,70.00933
3239,3.1741
3009,1.125218
2380,16.68618
2735,7.923777
9195,55.27092
6136,47.34761
8846,54.37409
7203,69.93726
895,3.505235526
5004,58.30317
772,8.446160069
7216,51.08527
1332,9.652842643
3625,20.89442
8222,55.44991
6022,54.35016
7446,41.4761
4297,8.172776
2796,13.47613
1456,14.26615817
7397,46.63035
7728,71.4869
7803,64.38615
3822,21.06092
317,14.09942339
4402,2.637164
2658,11.96096
2337,3.399281
1275,6.818705821
8576,41.09672
4266,3.381603
3261,1.916489
2709,1.500082
8463,64.48112
4428,12.44495
5431,57.31946
1570,7.897660605
1065,4.187033385
5148,58.89846
8763,38.29305
9180,71.24132
1425,4.544027018
3749,8.980916
8420,54.06613
2661,10.0496
9619,64.90439
4341,12.12501
2712,7.359812
1726,6.856207666
1189,1.87055247
8426,48.76309
388,2.993625911
4719,1.999262
7541,59.22886
3465,4.597088
9215,66.94632
7608,68.14733
7272,67.66242
7917,68.82747
9306,64.3165
2293,3.180149
8256,52.87464
7761,51.05765
103,17.22596021
1218,12.09641389
9205,59.22188
6261,64.34541
4401,4.908846
6300,54.7248
6986,50.64337
8234,58.85409
8418,70.59181
2608,1.563383
6796,57.2547
1594,1.738486682
4018,19.70995
7578,68.83185
1941,9.660168743
158,19.95277818
8002,70.11749
6153,50.07284
4710,10.48384
8548,67.39326
6487,55.09779
5983,67.6047
4917,4.614124
7460,61.61486
4920,2.919224
7587,71.57202
5364,69.01301
7488,49.54115
2641,10.00949
1912,15.71428993
4045,2.343134
6983,36.33047
2397,4.348554
3860,14.36438
5468,65.26303
5512,48.49962
8635,59.59893
9871,64.02771
2379,19.57075
747,7.607475355
802,14.60526414
1180,30.03608319
9855,62.91268
5649,71.71986
1994,20.93887792
1783,2.851017432
1170,11.47456181
4323,21.72968
9959,43.47717
8080,48.77002
4897,17.55118
1643,12.30462572
1437,16.48377098
4103,20.80434
561,4.902104964
7690,69.33555
3972,11.98109
2769,13.12228
4713,7.895618
2520,12.52502
7894,52.21545
3682,4.560311
1765,1.042724425
9735,61.90557
7884,51.08011
9651,48.65096
2860,8.36006
8026,54.51932
3412,7.556151
7402,62.57813
9843,56.01484
379,5.204853319
3628,11.62262
4516,8.561641
1892,7.039839728
122,10.04672315
2759,1.050155
6791,58.09117
4771,12.28997
3410,9.767357
6843,71.39564
526,15.60605339
9821,56.4945
8101,58.2471
3151,10.44121
2640,3.82548
4069,4.736816
8511,70.50947
3435,10.56862
7700,67.98776
2400,4.235635
4139,17.21579
7190,69.81507
8952,67.93803
5530,41.51958
2980,2.117403
8460,69.06894
3679,3.235443
8327,56.67924
2529,16.81789
9295,64.87699
2384,14.21143
3505,6.023347
2141,2.432366
2813,8.479465
8840,42.82102
9850,45.85581
