,Lat,Lng,Income,Churn,Outage_sec_perweek,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharge,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,Contract_Month-to-month,Contract_One year,Contract_Two Year,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
4162,34.91298,-104.6977,43447.28,0,5.443862,0,1,1,1,0,0,0,1,0,1,1,1,220.1323,1386.235112,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1153,39.9641,-75.92512,27430.39,0,9.919678232,0,1,0,1,0,1,1,1,0,1,0,1,154.975543,1636.158987,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
3874,39.73665,-74.97546,4196.99,0,8.949569,0,1,1,1,0,0,0,0,0,0,1,0,147.4421,1114.819074,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
3214,38.38219,-88.19612,15662.37,0,9.092051,0,1,1,1,0,0,0,0,0,1,1,1,207.6094,1409.932665,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
8306,41.09936,-84.14086,25050.64,0,7.940397,0,1,0,1,0,0,1,0,0,0,0,0,134.9509,5646.563818,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
8508,35.98244,-93.23047,51061.01,0,1.45088,0,0,1,1,1,1,1,0,1,0,1,0,184.9939,5426.206923,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1800,40.66364,-121.45879,87308.01,0,9.246170832,0,1,0,1,1,1,1,1,0,0,0,1,182.497044,1062.905651,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
6,36.4342,-84.27892,11467.5,1,11.18272453,1,0,0,1,0,0,0,0,1,1,1,0,200.118516,1907.242972,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
1143,34.73542,-84.07324,87428.18,1,7.92642809,0,1,0,1,1,1,1,0,0,0,0,1,169.974105,584.4226607,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
3420,32.68864,-81.80349,23707.83,1,9.62737,0,1,0,1,0,1,1,1,0,1,1,1,245.1457,1589.194648,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5207,33.55441,-83.19344,9104.94,0,11.17089,0,1,0,1,1,0,1,1,0,0,1,0,182.49,5353.001743,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9238,37.48369,-105.8301,32525.69,1,3.712647,1,1,0,1,1,0,1,1,0,1,1,1,275.1336,6277.545967,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
2943,41.02216,-91.96479,91022.36,0,15.16412,0,0,1,1,0,0,1,1,1,0,0,0,159.983,1163.07255,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
8219,30.80758,-86.9717,19903.1,0,12.18916,0,1,0,1,1,1,1,1,0,0,1,1,217.484,6066.50191,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
3474,41.68383,-111.1253,14959.35,0,7.954417,0,1,0,1,0,0,0,0,0,0,0,0,79.97886,627.880394,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
6317,41.53273,-80.61212,15037.87,0,9.378955,0,0,0,1,0,1,0,0,0,0,0,0,114.9728,5291.934219,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
7077,40.16727,-92.59033,73321.99,0,6.674947,0,0,0,1,1,0,0,0,0,0,0,1,112.4844,4945.176054,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1161,37.35571,-76.30769,18136.36,0,8.704414121,0,0,0,1,0,0,0,0,0,0,0,1,92.455141,1971.551928,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
137,32.96633,-95.12119,31600.92,0,4.978546291,0,0,0,1,1,0,1,1,1,1,0,1,197.472533,1404.435534,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0
4991,35.16682,-86.58109,10050.85,0,7.018821,0,0,0,1,0,0,0,0,0,0,1,0,114.9658,1343.149177,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
3343,42.65444,-72.9811,95261.66,1,8.596007,0,0,0,1,0,0,0,1,0,0,1,0,139.965,1483.797409,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
863,40.37776,-80.21299,26763.52,1,10.65970319,0,1,1,1,1,0,1,0,0,1,0,1,172.440432,1221.696817,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
9740,34.73885,-88.01897,7669.04,0,14.10881,1,0,1,1,0,0,1,1,1,0,0,1,159.983,5852.594859,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
3844,40.67647,-75.02428,33347.6,1,12.42915,1,1,0,1,1,0,1,0,0,1,0,1,192.4404,824.1074963,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
1543,37.73097,-81.84809,28822.56,1,6.572112158,0,0,1,1,1,0,0,0,1,0,0,0,137.469817,718.7685676,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
8751,38.26924,-90.71319,8517.87,1,7.843571,0,0,0,0,0,0,1,1,0,1,1,1,242.6281,5772.05845,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
6906,38.24637,-87.55153,42171.95,1,11.04409,0,1,1,1,1,0,0,0,1,1,1,1,232.624,4172.229195,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
9165,39.53138,-81.80619,79942.93,0,14.69877,0,0,0,1,0,1,0,0,1,0,0,1,107.482,6076.755109,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
3054,32.12462,-96.01216,61541.53,0,8.128102,0,0,0,1,0,0,0,0,0,0,0,1,79.97886,301.5746797,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
4824,40.67495,-73.70356,7410.71,0,11.64621,0,1,0,1,1,0,1,0,1,0,0,0,179.9656,1293.256696,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
7344,47.18478,-98.1638,41361.07,0,14.38651,0,1,0,1,0,0,0,1,0,1,0,1,149.9621,3989.844733,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1424,41.4183,-86.61876,60150.88,0,8.637279441,0,0,0,1,0,1,1,0,1,0,0,0,149.977753,1567.544174,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
5987,35.38232,-85.56121,45442.15,0,12.37307,1,1,0,1,0,0,0,0,0,0,1,0,114.9658,4939.508383,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
9594,35.04115,-81.9746,6798.07,0,9.222467,0,1,1,1,1,1,0,0,0,1,0,1,152.4624,6209.831863,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
5120,42.14085,-121.6808,61084.32,0,10.68339,0,1,1,1,1,1,0,0,0,0,1,1,182.4653,5700.531807,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
4467,40.84864,-124.0592,20057.8,1,7.383215,0,1,0,1,1,1,0,0,0,1,1,0,222.6326,1385.269228,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1411,40.30202,-81.18618,41817.73,0,5.326776882,0,1,1,1,0,0,0,1,0,0,1,0,139.965008,1566.414462,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
1438,40.36264,-85.93408,77548.98,1,11.47612243,0,1,0,1,0,0,1,0,0,0,1,0,137.461553,992.3896521,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0
5111,38.84545,-80.15069,62700.71,0,16.12607,0,1,1,1,0,0,0,0,1,1,0,1,149.9483,4656.466477,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1413,44.09281,-70.94984,30398.93,0,10.79945853,0,0,1,1,0,1,0,1,1,1,0,0,144.988941,1244.404963,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
3318,45.86237,-97.13702,49672.91,0,11.93478,0,0,1,1,0,1,0,0,0,0,1,0,129.9598,1038.488008,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
4630,34.65802,-88.24942,36545.88,0,5.93514,0,0,0,1,0,1,1,0,0,0,0,1,117.4686,1235.844622,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
4726,40.04527,-84.9271,64075.52,0,10.21228,0,1,0,1,1,1,0,1,1,1,0,1,197.4945,1484.886328,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
6174,39.18114,-84.08991,12883.78,0,6.752764,0,0,0,1,0,0,0,0,1,0,0,1,104.9643,5088.824488,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
8917,36.02598,-88.61744,12723.64,0,9.613071,0,0,0,1,0,0,0,1,0,0,0,0,124.9781,3650.098328,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1547,42.06547,-70.80143,17236.27,0,3.849382458,0,1,0,0,1,1,1,0,0,1,0,0,194.958118,580.4609705,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
6788,34.11368,-99.01676,21362.66,0,11.58005,0,1,1,1,1,0,0,0,0,1,0,0,149.9447,6273.352469,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
8503,47.22779,-122.5357,57498.9,1,5.604732,0,1,0,1,1,1,1,0,0,1,1,0,265.1283,5234.71552,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
4770,42.19096,-91.50685,94990.56,0,5.378491,0,0,0,1,0,0,0,0,1,0,0,0,92.48802,682.9150315,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
308,40.6855,-87.44579,42093.64,0,11.44655577,0,1,0,0,0,0,0,1,1,0,1,1,139.99789,683.8622599,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2108,40.40027,-105.6116,34098.95,0,7.228889,0,0,1,1,1,0,0,0,0,1,0,0,137.4684,978.9249944,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0
2228,37.96346,-82.02167,36024.36,1,8.466816,1,0,0,1,0,0,1,1,0,1,0,1,139.9816,1297.915797,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
9727,46.58623,-123.8976,42515.3,0,7.173919,1,1,0,1,1,0,0,0,1,0,1,1,159.9805,4688.358124,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
67,37.82945,-94.33173,22365.28,1,10.80393657,0,0,0,1,0,0,0,0,0,1,1,0,207.609354,1323.028419,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
1290,37.18516,-82.67389,57844.94,1,13.72595127,0,0,1,1,1,1,1,0,1,0,1,1,197.470195,1356.12218,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1605,40.66531,-74.2665,15660.93,0,5.34790696,0,1,0,1,1,0,1,0,1,0,0,1,179.965581,1440.784345,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
6114,41.6067,-89.93166,23800.51,0,14.46492,0,0,1,1,1,0,0,0,0,0,1,0,159.9476,6327.983433,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
6896,43.18805,-77.81798,25683.2,0,11.20259,1,0,0,1,0,1,0,0,0,0,1,1,149.9598,6318.942793,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
8891,33.66251,-79.55892,11718.07,0,10.84742,0,1,0,1,0,1,1,1,0,1,1,0,225.1457,6051.457992,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
8663,32.57942,-84.82601,61350.75,0,5.20269,0,0,0,1,1,0,1,0,0,1,0,0,159.9642,5630.09035,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1081,30.9957,-84.80725,17101.08,0,7.20065374,0,1,1,1,0,1,0,0,0,0,1,0,129.959755,1756.819542,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
8516,42.32447,-95.46454,48552.54,0,9.012997,0,1,0,1,0,0,0,0,1,0,1,0,139.9512,6265.689465,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
214,42.12534,-72.65027,13765.39,1,16.68178185,0,1,0,0,1,0,0,1,0,1,1,1,232.637807,2401.406545,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
3921,39.71066,-82.19149,81482.8,0,5.325341,0,1,0,1,0,1,1,0,0,0,1,1,139.9792,843.1843931,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
3662,31.71507,-110.0509,50827.4,0,5.274854,0,0,0,1,1,1,0,0,1,0,0,1,127.5112,837.2841389,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
70,43.22975,-123.23433,42784.82,1,6.129509309,0,1,1,1,0,1,1,0,1,1,1,0,212.655686,2676.789803,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
8698,43.93459,-69.25745,55132.91,0,9.570081,1,1,0,0,0,0,0,1,1,0,0,1,117.4872,6244.295389,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
891,41.90219,-90.25075,38692.31,1,10.9725355,0,0,0,1,1,1,0,1,1,1,1,0,267.664655,1640.006106,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
1398,40.62218,-73.96519,27950.05,0,8.088610041,0,0,1,1,0,0,1,0,0,1,0,0,139.934918,2275.16632,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
7420,35.50222,-85.00768,46403.85,0,8.293686,0,1,1,1,1,1,1,1,0,1,0,0,187.4811,6754.429939,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3726,45.37082,-69.94296,94629.64,0,10.30866,0,1,0,1,0,0,1,1,0,0,0,0,127.4738,2435.584022,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
9880,47.23292,-103.3056,53473.62,0,8.033087,0,1,1,1,1,0,0,0,0,0,1,1,159.9476,4575.351511,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1197,42.48277,-93.54145,35524.46,0,8.836395031,0,0,1,1,0,0,1,1,0,1,0,1,152.457857,2623.835938,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
953,30.62971,-97.16969,17104.94,1,11.22141288,0,0,1,1,0,0,0,0,1,1,1,1,200.118516,1072.481938,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
5682,47.47484,-115.7668,44804.59,0,8.867392,0,0,0,1,0,0,1,0,0,1,0,1,127.4586,5394.915308,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
7993,35.51337,-114.8866,7172.86,0,8.239022,1,1,0,1,1,0,1,1,1,0,0,1,172.4885,6626.316041,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
1722,41.47637,-91.58101,34414.89,1,10.5336786,0,1,1,1,1,0,0,1,0,1,1,1,220.161527,838.173682,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
2894,38.24637,-87.55153,29125.59,0,13.03944,0,0,1,1,0,1,1,1,0,1,0,1,174.9755,1282.323667,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
2339,41.58358,-74.3732,137119.7,0,10.2213,0,1,0,1,0,0,0,1,1,1,0,0,162.4713,465.629346,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
8880,39.86921,-75.39286,57339.59,0,8.890401,0,1,1,1,1,1,0,1,0,0,1,0,194.9882,6292.15687,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
5635,40.77417,-90.53831,24721.14,0,7.323119,0,1,1,1,0,0,0,0,1,0,1,1,139.9512,6160.220905,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
8081,41.45531,-82.16251,22585.74,0,10.7048,0,0,1,1,0,1,0,0,0,1,1,0,210.127,6356.677859,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
9072,39.01124,-85.25924,71134.21,0,9.067273,1,0,0,1,0,0,0,1,0,0,0,0,124.9781,6101.379973,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
9916,39.66859,-91.868,50854.38,0,8.122139,0,0,1,1,1,0,0,0,1,1,0,0,162.4538,6013.937985,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3919,30.294,-81.51797,32524.56,1,12.78424,0,1,0,1,1,1,1,1,0,1,0,1,207.4811,1299.583627,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
2139,31.86715,-98.22143,84810.48,0,15.98748,0,0,0,1,0,0,0,1,0,0,1,0,127.4887,545.9811422,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
6617,44.5882,-71.91273,54980.0,0,6.364855,0,0,0,1,0,0,0,1,0,1,1,1,220.1323,5652.969156,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2913,37.55322,-81.63048,79117.6,1,11.14249,0,0,0,1,0,0,0,0,0,0,0,0,92.45514,709.6900125,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
9297,36.08044,-93.15597,24188.94,0,15.07977,0,1,1,1,0,1,0,1,0,1,0,0,132.4798,6093.659885,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
238,44.40229,-98.20053,18408.94,0,9.362849722,1,1,0,1,1,0,1,0,1,0,0,1,179.965581,1146.199921,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
7840,42.27537,-93.78216,39381.88,0,4.575053,0,1,0,1,1,0,1,0,1,1,0,0,204.9496,3847.123645,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
3714,43.63877,-75.27511,84067.95,1,7.742301,0,0,0,1,1,0,0,0,1,0,1,1,192.4567,1928.36236,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
613,41.86037,-71.43541,19639.83,0,5.489232783,0,1,0,1,0,0,0,1,0,0,1,1,159.965008,587.538153,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
2515,40.59971,-83.12958,17126.28,0,12.70547,0,1,0,0,1,1,0,1,0,0,0,1,160.0013,1507.684892,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
8869,37.4822,-77.65937,3686.27,0,14.55875,0,1,0,1,1,1,0,1,0,0,1,0,174.9882,5580.901602,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
4588,47.45157,-99.95308,11943.45,0,8.642754,0,1,0,1,0,0,0,1,1,1,1,1,232.6415,1872.389857,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
5475,39.55191,-121.1935,51591.16,0,15.17395,0,1,0,1,0,0,0,1,0,0,0,1,124.9781,5981.238779,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
2615,33.74478,-84.37513,5952.44,0,8.355446,0,0,0,1,0,1,0,1,1,0,0,0,107.5286,476.7850753,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
7003,42.54282,-72.51905,31318.14,0,14.79008,0,1,0,1,1,0,1,1,1,0,1,1,207.4754,5714.324105,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
3485,31.81966,-99.70243,61174.45,0,11.90278,0,1,0,1,0,0,1,0,1,0,1,0,162.447,1585.841616,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
8138,36.16503,-86.782,117867.2,0,12.96924,0,0,1,1,1,0,0,0,0,1,0,0,137.4684,6233.66124,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
