,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
52,1137,39,31,113,102,3355,5,681,853,870,51,212,884,0,0,0,0,0,0,0
53,1805,201,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,989,456,414,92,34,2084,1256,1294,0,0,0,0,0,0,0,0,0,0,0,0
55,278,580,675,372,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,166,313,3321,3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,332,3,117,1532,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3509,13,381,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1158,86,257,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,208,439,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,199,8,5,864,134,1694,11,88,3576,861,864,0,0,0,0,0,0,0,0,0
63,284,2407,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,60,156,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,23,559,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,66,54,34,280,2,175,15,0,0,0,0,0,0,0,0,0,0,0,0,0
67,10,393,14,424,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,3202,3203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,263,73,110,127,294,122,92,12,356,0,0,0,0,0,0,0,0,0,0,0
70,73,115,127,1413,413,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,173,557,775,739,249,2099,2100,2101,454,2102,2103,996,2104,2105,76,0,0,0,0,0
72,112,1243,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,350,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,965,1296,72,116,966,1983,1984,116,764,65,1297,1985,17,165,0,0,0,0,0,0
75,2,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,289,1275,4,59,135,1957,181,468,0,0,0,0,0,0,0,0,0,0,0,0
77,2,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1198,1200,9,23,30,143,408,61,176,0,0,0,0,0,0,0,0,0,0,0
79,30,336,211,18,211,148,623,23,1694,3593,511,274,0,0,0,0,0,0,0,0
80,49,136,415,461,319,2192,2193,0,0,0,0,0,0,0,0,0,0,0,0,0
81,55,120,64,112,68,328,3342,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1223,175,735,1224,924,925,1225,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1000,1378,47,444,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,258,15,60,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,19,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,67,1134,3319,29,8,204,54,18,0,0,0,0,0,0,0,0,0,0,0,0
87,2913,2914,1080,777,1541,2915,299,505,1366,4,849,488,2916,45,3,0,0,0,0,0
88,1,433,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,213,13,85,4151,705,4152,358,1196,0,0,0,0,0,0,0,0,0,0,0,0
90,893,1745,49,3841,487,126,329,0,0,0,0,0,0,0,0,0,0,0,0,0
91,209,297,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,4164,213,213,4165,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,819,837,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,37,113,517,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,56,256,5,81,245,1399,140,0,0,0,0,0,0,0,0,0,0,0,0,0
96,29,14,234,1170,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,103,2392,333,71,7,1423,778,0,0,0,0,0,0,0,0,0,0,0,0,0
98,54,68,1058,1291,1058,455,2474,252,0,0,0,0,0,0,0,0,0,0,0,0
99,320,158,507,73,360,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,3,416,98,575,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,52,658,129,111,323,2930,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,169,422,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,459,3727,1145,11,34,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,449,285,141,2044,777,526,2045,2046,2047,2048,2049,2050,641,0,0,0,0,0,0,0
106,660,3,1097,151,1534,198,1086,3028,3029,91,0,0,0,0,0,0,0,0,0,0
107,16,484,2425,1050,4,11,91,823,1368,819,325,0,0,0,0,0,0,0,0,0
108,499,5,2,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,3189,212,13,132,81,13,378,301,0,0,0,0,0,0,0,0,0,0,0,0
110,45,199,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,7,830,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,27,5,97,139,1696,239,1518,3589,3590,667,3591,3592,568,0,0,0,0,0,0,0
113,1183,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,14,314,1785,192,285,84,280,287,110,0,0,0,0,0,0,0,0,0,0,0
115,3162,211,6,679,1016,29,499,154,3,0,0,0,0,0,0,0,0,0,0,0
116,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2596,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,231,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,102,376,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,353,8,21,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,65,1580,3077,1402,3078,503,1581,1582,36,20,524,148,8,940,36,3079,79,1072,1583,417
122,27,59,7,361,225,7,22,3315,18,0,0,0,0,0,0,0,0,0,0,0
123,27,122,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,8,2,140,171,219,212,73,3499,9,0,0,0,0,0,0,0,0,0,0,0
126,24,4054,1798,4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,376,31,511,3503,197,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,2,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,4,85,397,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,45,39,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,16,108,4143,4144,4145,23,150,343,24,392,0,0,0,0,0,0,0,0,0,0
132,138,221,51,1629,1630,3266,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,271,322,655,200,32,7,30,305,331,4269,531,1,331,0,0,0,0,0,0,0
134,376,1628,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,395,54,130,4018,4019,322,655,150,26,29,469,0,0,0,0,0,0,0,0,0
136,161,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,83,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,12,3824,185,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,96,27,151,3091,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,463,1001,358,22,748,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,681,55,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,96,183,255,138,461,3010,1540,0,0,0,0,0,0,0,0,0,0,0,0,0
143,64,182,13,166,2343,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,336,2942,61,751,850,52,478,2943,111,2944,106,97,426,606,61,145,57,30,237,1297
145,1524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1101,32,16,1420,1,57,7,3037,781,454,0,0,0,0,0,0,0,0,0,0
147,171,8,508,249,518,123,5,0,0,0,0,0,0,0,0,0,0,0,0,0
148,114,869,251,78,39,278,587,123,109,349,359,0,0,0,0,0,0,0,0,0
149,1,107,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,758,31,118,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,2447,540,2448,107,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,1639,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,121,18,1432,438,974,1141,388,0,0,0,0,0,0,0,0,0,0,0,0,0
154,3539,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,3166,25,3167,1500,79,3168,3169,83,3170,3171,18,3172,379,3173,3174,3175,619,3176,0,0
156,24,51,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,2335,2336,803,2337,2338,86,284,247,405,2339,2340,942,2341,148,8,314,2342,0,0,0
158,1103,13,14,719,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,395,297,9,35,390,262,60,1,0,0,0,0,0,0,0,0,0,0,0,0
160,19,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,52,7,43,1040,1101,468,143,459,460,204,17,0,0,0,0,0,0,0,0,0
162,1643,21,7,3318,6,875,97,300,844,0,0,0,0,0,0,0,0,0,0,0
163,2,174,545,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,29,3,371,1837,400,1226,75,610,0,0,0,0,0,0,0,0,0,0,0,0
165,274,105,50,305,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,57,212,110,576,12,3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,398,1311,429,144,757,2437,2438,2439,2440,0,0,0,0,0,0,0,0,0,0,0
169,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,145,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,107,11,1396,191,294,2314,1035,2315,567,0,0,0,0,0,0,0,0,0,0,0
172,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,390,2,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,576,577,1339,2718,2719,3,2720,8,1509,6,0,0,0,0,0,0,0,0,0,0
175,20,11,145,1153,5,1616,3574,695,585,0,0,0,0,0,0,0,0,0,0,0
176,892,889,1151,700,558,53,137,5,248,188,1702,1703,0,0,0,0,0,0,0,0
177,24,199,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,2009,107,81,1303,2010,42,635,636,971,66,25,636,8,2011,97,139,1304,0,0,0
179,327,3229,224,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,15,161,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,37,1103,16,92,33,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1762,7,4154,4155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,44,31,564,3272,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1607,468,140,3210,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,274,833,322,4334,4335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,156,4,53,2211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,85,192,1128,572,256,5,3356,347,0,0,0,0,0,0,0,0,0,0,0,0
189,858,29,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,1,80,114,869,186,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,682,3630,145,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,1585,764,25,6,1586,3,64,323,611,11,137,1106,76,0,0,0,0,0,0,0
193,1661,278,39,1568,3397,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,159,8,2,158,360,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,134,1238,2016,29,23,178,2017,177,134,0,0,0,0,0,0,0,0,0,0,0
196,1,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,7,4040,838,69,7,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,78,3232,79,174,6,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,968,394,1987,133,1988,1989,1990,0,0,0,0,0,0,0,0,0,0,0,0,0
200,214,1942,541,1943,1944,1945,1269,747,929,465,16,191,0,0,0,0,0,0,0,0
201,205,4,193,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,92,52,6,217,1093,3021,26,25,92,119,119,583,4,1522,0,0,0,0,0,0
203,159,1121,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,24,214,4,1825,58,56,725,124,303,607,0,0,0,0,0,0,0,0,0,0
205,1502,2688,2689,468,1358,830,2690,1503,2691,2692,48,2693,1504,1505,838,558,420,306,11,136
206,21,29,22,224,3656,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,294,1053,1289,36,2460,119,2461,2462,27,662,991,284,1441,2463,6,22,129,2,226,0
208,693,1800,57,1732,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,126,1184,251,27,564,693,358,0,0,0,0,0,0,0,0,0,0,0,0,0
211,27,200,248,1105,63,200,35,26,0,0,0,0,0,0,0,0,0,0,0,0
212,37,375,3,59,12,1239,616,1862,3,308,22,0,0,0,0,0,0,0,0,0
213,58,98,98,1144,3386,6,427,8,20,0,0,0,0,0,0,0,0,0,0,0
214,305,235,121,513,89,2,196,201,690,4012,0,0,0,0,0,0,0,0,0,0
215,159,2,3338,246,123,3339,8,1,75,149,228,0,0,0,0,0,0,0,0,0
216,1545,383,1531,2873,1395,2874,2875,1043,0,0,0,0,0,0,0,0,0,0,0,0
217,172,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,370,955,753,956,1958,43,215,0,0,0,0,0,0,0,0,0,0,0,0,0
219,49,710,7,1410,711,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,124,13,41,41,894,6,35,1684,699,0,0,0,0,0,0,0,0,0,0,0
221,27,174,1090,2864,1002,24,1042,35,26,169,0,0,0,0,0,0,0,0,0,0
222,155,514,257,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,274,270,1809,98,4353,4354,303,143,7,4355,607,492,0,0,0,0,0,0,0,0
224,1123,12,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,188,547,18,32,478,547,3317,350,0,0,0,0,0,0,0,0,0,0,0,0
226,100,8,81,3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,128,33,4,125,136,282,1348,790,2225,1373,528,0,0,0,0,0,0,0,0,0
228,3772,1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,21,11,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,1090,307,6,630,3,7,1506,582,2940,82,64,1546,339,19,115,132,0,0,0,0
231,435,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,4239,232,382,89,690,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,238,526,348,457,2259,2260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,40,29,10,22,49,264,12,0,0,0,0,0,0,0,0,0,0,0,0,0
235,280,44,521,277,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,1483,2620,20,277,175,537,1073,1039,2621,1005,2622,2623,2624,178,405,628,9,36,620,418
237,1,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,54,4,35,48,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,21,50,90,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,23,2390,32,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,66,90,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,246,2349,155,25,17,531,656,0,0,0,0,0,0,0,0,0,0,0,0,0
245,75,450,36,527,374,88,535,0,0,0,0,0,0,0,0,0,0,0,0,0
246,148,16,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,1087,3928,1771,1182,3929,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,3,160,618,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,621,160,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,1,3947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,288,2886,676,7,2887,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,72,3245,29,204,1621,868,530,3246,1621,81,55,3247,1622,3248,685,62,0,0,0,0
253,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,127,790,2435,768,464,501,484,420,1051,0,0,0,0,0,0,0,0,0,0,0
255,1000,2115,1001,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,127,4020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,66,84,310,14,4372,86,15,10,0,0,0,0,0,0,0,0,0,0,0,0
258,13,108,710,233,998,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,364,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,157,44,580,1,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,2537,7,263,1463,2538,242,48,834,834,2539,2540,266,203,60,162,0,0,0,0,0
262,24,10,12,329,1756,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,231,86,294,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,122,1116,6,1608,39,31,71,0,0,0,0,0,0,0,0,0,0,0,0,0
265,92,597,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,709,766,226,21,121,3965,235,3966,3967,0,0,0,0,0,0,0,0,0,0,0
267,360,134,12,173,3265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,128,650,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,1158,123,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,1706,1707,1417,1137,435,71,1665,129,0,0,0,0,0,0,0,0,0,0,0,0
272,74,4,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,445,68,175,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,717,16,16,135,1697,4149,193,246,791,4150,366,73,746,6,0,0,0,0,0,0
275,3370,3371,2,3372,211,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,1172,7,3761,42,150,11,3762,9,124,3763,0,0,0,0,0,0,0,0,0,0
277,1793,58,7,10,9,29,209,0,0,0,0,0,0,0,0,0,0,0,0,0
278,1017,99,14,491,682,4162,2,837,64,246,110,77,0,0,0,0,0,0,0,0
279,109,87,4,27,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,24,171,25,876,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,138,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,3671,1129,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,142,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,344,2250,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,229,24,5,35,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,4167,582,356,281,230,31,2,15,255,14,1789,0,0,0,0,0,0,0,0,0
287,15,86,14,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,1870,1871,539,1872,1873,1874,1875,0,0,0,0,0,0,0,0,0,0,0,0,0
289,53,516,256,5,686,385,3674,0,0,0,0,0,0,0,0,0,0,0,0,0
290,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,2964,97,65,11,2965,415,4,972,956,558,6,2966,119,106,166,1465,90,0,0,0
292,172,121,296,101,388,219,162,287,73,186,4161,922,0,0,0,0,0,0,0,0
293,291,1961,628,261,214,214,754,72,57,1279,1280,957,0,0,0,0,0,0,0,0
294,66,1192,515,4000,14,58,10,0,0,0,0,0,0,0,0,0,0,0,0,0
295,77,1164,9,9,14,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,3800,28,297,9,64,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,46,276,14,495,263,4297,459,840,49,1811,234,0,0,0,0,0,0,0,0,0
299,27,69,7,447,53,11,379,0,0,0,0,0,0,0,0,0,0,0,0,0
300,3,18,307,2363,426,2364,1409,0,0,0,0,0,0,0,0,0,0,0,0,0
301,231,621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,377,34,542,105,304,9,178,0,0,0,0,0,0,0,0,0,0,0,0,0
303,286,181,61,670,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,242,85,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,63,2061,267,42,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,843,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,16,674,10,1305,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,10,73,703,4107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,142,100,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,4,11,486,43,2218,11,805,191,415,87,0,0,0,0,0,0,0,0,0,0
311,105,347,3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,389,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,6,41,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,118,393,189,118,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,8,4212,975,4213,1755,4214,33,4215,574,0,0,0,0,0,0,0,0,0,0,0
316,24,552,35,26,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,39,31,45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
