,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
28,904,213,431,4157,4158,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,83,281,1738,246,839,3827,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1682,519,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,278,1659,88,112,55,120,112,580,0,0,0,0,0,0,0,0,0,0,0,0
33,862,59,817,1136,3584,42,18,0,0,0,0,0,0,0,0,0,0,0,0,0
34,83,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,102,15,520,11,69,7,191,75,9,30,258,0,0,0,0,0,0,0,0,0
36,370,463,12,180,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,38,336,3331,676,1467,536,184,0,0,0,0,0,0,0,0,0,0,0,0,0
38,36,3,1271,20,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,109,6,194,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,4420,4421,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,29,1488,1489,466,2635,149,369,1004,340,0,0,0,0,0,0,0,0,0,0,0
42,16,1,107,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,625,946,25,117,1374,2226,2227,771,0,0,0,0,0,0,0,0,0,0,0,0
44,374,336,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,326,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,12,497,53,93,516,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0
47,67,328,696,425,13,20,829,8,38,0,0,0,0,0,0,0,0,0,0,0
48,205,3,136,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,21,49,711,19,1213,229,11,4097,593,1203,0,0,0,0,0,0,0,0,0,0
51,1,3308,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2,18,354,3332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,905,708,366,130,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,660,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,478,2880,2881,407,383,13,1549,144,207,1519,0,0,0,0,0,0,0,0,0,0
57,316,27,68,2592,3,11,792,0,0,0,0,0,0,0,0,0,0,0,0,0
58,139,3,1108,3137,3138,3139,1225,1593,856,65,3140,64,3141,1594,3142,1108,150,332,3143,808
59,4,151,263,2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,30,303,110,678,903,127,1148,258,0,0,0,0,0,0,0,0,0,0,0,0
61,59,11,1021,2198,11,2199,802,36,216,540,0,0,0,0,0,0,0,0,0,0
62,45,3326,813,5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,4,160,782,136,383,2075,69,2076,2077,2078,986,0,0,0,0,0,0,0,0,0
64,21,65,311,663,762,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,631,2919,2920,1074,464,2921,2922,2923,2924,23,178,43,4,626,186,1556,2925,0,0,0
66,322,201,322,358,201,473,490,4312,43,172,672,14,4313,229,4314,1597,200,4315,0,0
67,4,249,175,3073,3074,3075,198,112,9,3076,4,0,0,0,0,0,0,0,0,0
68,22,85,33,914,20,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,4260,4261,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,8,1678,174,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,238,1467,43,134,72,2548,86,2549,9,0,0,0,0,0,0,0,0,0,0,0
72,474,2505,2506,2507,2508,2509,2510,2511,1231,2512,3,6,733,2513,26,937,2514,2515,2516,0
73,293,645,315,1571,3127,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,32,7,117,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,6,3048,91,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,221,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1048,2420,134,1433,2421,2422,154,0,0,0,0,0,0,0,0,0,0,0,0,0
78,95,506,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,585,695,3516,11,69,7,3517,3518,0,0,0,0,0,0,0,0,0,0,0,0
80,2031,606,2032,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,10,855,393,14,216,126,105,0,0,0,0,0,0,0,0,0,0,0,0,0
82,170,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,136,133,522,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,162,62,428,572,134,13,881,0,0,0,0,0,0,0,0,0,0,0,0,0
85,14,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,367,430,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,578,3,21,32,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,874,376,1653,140,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,193,594,3651,7,195,1040,3652,0,0,0,0,0,0,0,0,0,0,0,0,0
91,221,412,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,16,108,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,903,77,390,47,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,558,7,74,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,4374,368,1117,907,294,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,15,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,476,23,1523,2798,2799,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,50,73,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,4115,4116,901,669,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,6,10,913,22,1813,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0
103,19,288,74,232,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,27,83,553,25,1969,1285,79,759,1970,0,0,0,0,0,0,0,0,0,0,0
105,24,3302,3303,3304,3305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,531,613,61,1848,36,310,3,11,614,1849,532,931,1850,189,4,0,0,0,0,0
107,15,102,204,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1552,14,15,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,11,674,765,483,52,807,174,2847,2848,659,1,2849,2850,1352,2851,39,7,30,2852,935
110,85,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,49,41,3918,281,10,12,147,0,0,0,0,0,0,0,0,0,0,0,0,0
113,566,60,202,420,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,833,21,129,239,351,23,1422,1043,0,0,0,0,0,0,0,0,0,0,0,0
115,74,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,126,1184,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2,259,2,196,2,907,70,1214,0,0,0,0,0,0,0,0,0,0,0,0
118,242,32,93,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2276,3,204,225,30,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,24,133,3042,1445,3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,80,247,2372,52,2373,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,596,99,22,48,596,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,93,55,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,13,89,1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,6,482,4064,42,18,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,727,25,1060,79,1451,2494,128,1061,745,2495,57,0,0,0,0,0,0,0,0,0
128,217,29,1723,557,1560,1596,87,0,0,0,0,0,0,0,0,0,0,0,0,0
129,475,90,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,3253,512,238,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,111,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,2608,2609,2610,2611,2612,2613,19,1479,282,76,1480,1481,1071,2614,2615,2616,2617,1480,2618,2619
134,11,347,57,4147,4148,6,161,47,0,0,0,0,0,0,0,0,0,0,0,0
135,36,2059,27,160,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,411,91,264,1561,609,255,303,9,70,154,0,0,0,0,0,0,0,0,0,0
137,192,1477,125,136,63,3572,3573,254,0,0,0,0,0,0,0,0,0,0,0,0
138,442,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,680,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2793,4,215,1522,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1383,13,13,194,2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,3240,148,44,176,27,162,325,7,173,237,0,0,0,0,0,0,0,0,0,0
143,53,55,3664,389,37,122,146,0,0,0,0,0,0,0,0,0,0,0,0,0
144,403,606,2434,826,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,27,277,322,715,1194,354,11,602,447,714,3877,3878,351,1,0,0,0,0,0,0
146,27,595,215,3507,33,170,38,0,0,0,0,0,0,0,0,0,0,0,0,0
147,206,488,264,1346,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,16,11,2062,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,13,140,171,23,508,171,3508,12,212,183,1157,0,0,0,0,0,0,0,0,0
150,252,521,382,45,257,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,361,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,94,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,475,90,9,10,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,62,17,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,2835,41,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,524,83,2496,3,64,992,1452,2497,24,3,23,117,115,0,0,0,0,0,0,0
157,13,354,25,1797,583,914,26,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1283,592,3273,18,80,319,7,0,0,0,0,0,0,0,0,0,0,0,0,0
159,2498,1027,2499,6,610,1027,833,210,610,2500,2501,2502,249,1053,0,0,0,0,0,0
160,405,5,1672,82,169,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,947,73,3089,1295,3090,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,13,186,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,4187,310,851,4188,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,2,40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,170,3,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,1650,4340,801,27,847,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,4388,4389,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,312,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,920,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,198,245,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,40,2,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,103,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,4160,11,905,213,41,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,4266,37,345,597,10,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,151,524,1577,7,3067,853,3,1578,0,0,0,0,0,0,0,0,0,0,0,0
176,1644,78,1645,382,862,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,3049,103,132,3050,3051,3052,103,132,3053,0,0,0,0,0,0,0,0,0,0,0
178,5,481,20,63,35,26,1687,0,0,0,0,0,0,0,0,0,0,0,0,0
179,19,32,69,701,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,362,439,49,319,888,412,1431,0,0,0,0,0,0,0,0,0,0,0,0,0
181,4047,259,365,299,2,4048,234,0,0,0,0,0,0,0,0,0,0,0,0,0
182,48,99,39,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2172,939,115,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,165,1017,305,13,138,527,43,0,0,0,0,0,0,0,0,0,0,0,0,0
185,163,620,151,745,341,36,1917,268,12,0,0,0,0,0,0,0,0,0,0,0
186,379,13,197,1127,3260,1127,3261,0,0,0,0,0,0,0,0,0,0,0,0,0
187,35,58,289,273,1124,256,5,440,6,54,6,35,56,114,78,869,0,0,0,0
188,1606,5,688,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,2,38,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,13,14,1618,46,169,1180,1725,552,1181,0,0,0,0,0,0,0,0,0,0,0
191,99,2888,2889,830,2890,63,373,0,0,0,0,0,0,0,0,0,0,0,0,0
192,159,185,8,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,280,44,23,178,32,72,1173,135,198,1792,101,71,0,0,0,0,0,0,0,0
195,772,773,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,145,179,140,301,789,113,3724,0,0,0,0,0,0,0,0,0,0,0,0,0
197,749,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,583,1,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,446,3993,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,223,1022,193,2551,498,97,261,249,426,794,119,632,1427,1403,1347,0,0,0,0,0
201,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,62,1647,94,594,458,196,1115,554,0,0,0,0,0,0,0,0,0,0,0,0
203,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,66,83,2872,550,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,609,2562,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,1215,30,54,9,665,546,147,42,227,31,14,15,0,0,0,0,0,0,0,0
207,58,155,83,587,3667,1355,13,195,64,150,126,2,0,0,0,0,0,0,0,0
208,367,46,608,11,16,2,232,3840,0,0,0,0,0,0,0,0,0,0,0,0
209,29,3,7,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1536,29,107,82,809,56,1537,1087,248,493,82,671,0,0,0,0,0,0,0,0
211,102,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,75,1472,96,323,2585,2586,2587,1067,285,0,0,0,0,0,0,0,0,0,0,0
214,6,63,107,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,102,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,714,3857,3858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,1389,482,280,521,382,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0
218,27,24,1186,843,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,14,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,39,31,279,3452,16,1100,363,238,169,116,0,0,0,0,0,0,0,0,0,0
221,21,11,502,227,21,53,5,0,0,0,0,0,0,0,0,0,0,0,0,0
222,19,4,2,539,189,631,973,71,65,253,19,0,0,0,0,0,0,0,0,0
223,212,356,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,124,13,247,247,37,4286,209,0,0,0,0,0,0,0,0,0,0,0,0,0
225,456,338,49,59,1240,31,204,202,0,0,0,0,0,0,0,0,0,0,0,0
226,21,65,10,739,277,3829,14,26,77,672,1739,3830,0,0,0,0,0,0,0,0
227,2397,2398,2399,2400,2401,68,11,2402,2403,2404,238,121,2405,1426,548,2406,298,298,11,307
228,48,58,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,724,174,2723,1292,2724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,48,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,3055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,38,338,49,6,129,8,104,41,3231,1120,80,0,0,0,0,0,0,0,0,0
234,6,258,29,14,397,105,84,0,0,0,0,0,0,0,0,0,0,0,0,0
235,1,14,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,10,54,599,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,14,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,92,25,4,2757,125,30,2758,752,2759,0,0,0,0,0,0,0,0,0,0,0
239,21,53,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,24,1690,446,4159,15,840,93,603,0,0,0,0,0,0,0,0,0,0,0,0
241,253,647,4223,1171,67,906,4224,0,0,0,0,0,0,0,0,0,0,0,0,0
242,4381,4382,4383,4384,712,139,593,557,1818,0,0,0,0,0,0,0,0,0,0,0
243,7,1201,15,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,74,3,216,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,55,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,313,413,239,12,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,186,21,23,678,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,35,852,1153,592,1154,891,1155,1076,0,0,0,0,0,0,0,0,0,0,0,0
251,29,6,82,56,137,6,2128,2129,0,0,0,0,0,0,0,0,0,0,0,0
252,21,65,166,226,10,100,28,4403,0,0,0,0,0,0,0,0,0,0,0,0
253,48,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,59,65,372,909,42,1777,131,0,0,0,0,0,0,0,0,0,0,0,0,0
256,26,2987,1099,780,675,2988,73,128,2989,2990,2991,2992,2993,0,0,0,0,0,0,0
257,1209,868,715,1204,517,4346,4347,1194,4348,0,0,0,0,0,0,0,0,0,0,0
258,488,2122,320,3,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,45,38,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,635,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,63,899,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,22,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,10,1,3,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,1714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,272,76,1729,29,20,12,4422,281,210,9,0,0,0,0,0,0,0,0,0,0
268,35,41,3935,1772,916,352,23,3936,599,0,0,0,0,0,0,0,0,0,0,0
269,7,2357,2358,425,350,1000,39,136,43,408,764,142,0,0,0,0,0,0,0,0
270,222,7,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,4275,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,1023,203,3597,351,55,3598,30,0,0,0,0,0,0,0,0,0,0,0,0,0
273,92,12,356,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,62,319,598,3540,215,500,3541,881,78,0,0,0,0,0,0,0,0,0,0,0
275,3948,3949,46,25,137,3950,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,1260,4217,1765,4218,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,527,906,841,4364,605,774,1092,250,403,546,110,0,0,0,0,0,0,0,0,0
278,17,14,583,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,109,180,297,9,444,122,1191,12,28,0,0,0,0,0,0,0,0,0,0,0
280,13,41,231,697,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,65,39,151,139,7,3267,1631,377,8,3268,6,8,2,0,0,0,0,0,0,0
282,1520,182,18,563,3,2788,734,0,0,0,0,0,0,0,0,0,0,0,0,0
283,142,22,41,342,1310,475,4,2018,282,8,16,476,1311,0,0,0,0,0,0,0
284,126,450,1329,482,779,2090,251,991,483,111,0,0,0,0,0,0,0,0,0,0
285,1627,199,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,29,192,25,1308,474,1307,3,0,0,0,0,0,0,0,0,0,0,0,0,0
287,910,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,15,127,89,3866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,619,1511,158,501,71,252,2734,649,401,2735,2736,229,12,306,1452,2737,2738,2739,0,0
290,15,850,14,1,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,845,1007,88,186,2,3,204,81,0,0,0,0,0,0,0,0,0,0,0,0
293,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,395,612,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,1717,198,245,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,229,679,845,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,605,4024,150,4025,206,44,1170,130,0,0,0,0,0,0,0,0,0,0,0,0
299,62,35,58,1435,339,1073,360,6,139,112,3538,0,0,0,0,0,0,0,0,0
300,23,191,29,531,1474,1068,1069,0,0,0,0,0,0,0,0,0,0,0,0,0
301,222,129,41,1641,76,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,346,72,181,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,3387,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,17,271,1648,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,1246,1869,617,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,63,512,26,18,42,48,596,99,22,0,0,0,0,0,0,0,0,0,0,0
307,2531,428,988,821,32,7,42,402,2532,2533,2534,1407,0,0,0,0,0,0,0,0
308,3562,57,846,17,5,3563,441,371,0,0,0,0,0,0,0,0,0,0,0,0
309,30,7,76,1729,1361,590,92,84,730,243,158,0,0,0,0,0,0,0,0,0
310,6,59,8,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,608,1517,2800,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,205,47,31,14,4013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,80,7,1695,3787,707,3788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,1,275,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,337,151,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,62,2,8,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,170,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,1200,519,2,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
