,Tenure,MonthlyCharge
120,22.37815032,147.456419
121,4.799514433,242.657291
122,10.04672315,114.983787
123,8.156552837,187.656013
124,7.992791229,149.991327
125,7.231032028,124.960655
126,4.627672042,220.161527
127,10.05306287,172.48852
128,4.171044392,120.004928
129,4.568682641,220.161527
130,6.085030507,139.965008
131,2.730250735,159.951231
132,8.574901206,184.949594
133,9.743201772,252.637807
134,9.482919033,112.455141
135,8.447988841,179.979358
136,6.365998533,202.443347
137,7.251397592,197.472533
138,14.64011644,255.155493
139,11.71637124,174.976769
140,4.13273503,169.992756
141,2.887429547,192.440432
142,3.303030246,182.460772
143,5.15825129,139.965008
144,3.237560234,137.461553
145,2.733109234,217.472533
146,3.180102025,210.138
147,15.85983755,104.964303
148,11.73724209,262.610632
149,7.006240694,152.488401
150,5.562130367,174.974431
151,14.53027663,220.118516
152,5.905906389,162.452604
153,3.260462654,184.961033
154,18.91276578,217.483972
155,14.25617986,220.118516
156,7.983887266,187.642236
157,5.969967132,174.961766
158,19.95277818,252.637807
159,14.85781115,130.024412
160,2.600063739,162.482694
161,11.92299244,182.467607
162,5.972864167,139.934918
163,10.87555535,200.165175
164,16.00330155,202.682861
165,12.63074989,159.951231
166,8.4944392,149.948316
167,8.044444101,149.959755
168,12.07358377,137.469817
169,10.21634248,187.656013
170,15.50354683,164.985293
171,13.88004531,159.965008
172,19.48900163,172.462354
173,10.01771765,204.949594
174,7.34059599,147.473844
175,12.64742067,162.471255
176,8.850426839,119.95684
177,3.701557118,207.609354
178,2.976033785,194.999168
179,5.522376826,174.975543
180,15.64596698,240.114868
181,23.00764441,240.114868
182,17.24924155,139.983006
183,13.01107597,240.114868
184,5.104082209,209.993134
185,3.521499924,147.456419
186,8.08137067,107.495766
187,1.875430489,152.502178
188,5.587484456,79.978861
189,7.007695148,142.482694
190,1.408375942,117.439154
191,11.64983735,220.132293
192,2.964559883,152.455519
193,10.25635754,174.961766
194,3.892407013,202.443347
195,3.226996711,210.12704
196,15.87685513,139.979239
197,5.874064017,139.965008
198,3.756359276,137.439154
199,2.905283283,102.474625
200,1.474810061,252.637807
201,18.56165869,194.999168
202,12.39088509,242.610632
203,14.17192333,127.458638
204,3.86023041,129.976324
205,17.72593456,240.114868
206,3.043063167,174.975543
207,5.827112819,169.944668
208,4.648958177,162.511928
209,11.96274778,119.95684
210,4.525864256,137.439154
211,8.038308899,207.46728
212,1.416592892,149.974105
213,19.83504645,225.178625
214,15.85002222,232.637807
215,15.94935291,117.472036
216,11.94550648,137.469817
217,16.03360405,220.132293
218,21.29342532,124.960655
219,4.95598008,199.990219
220,2.73951266,159.947583
221,4.973046104,245.145743
222,10.28430068,255.155493
223,2.581692044,134.950905
224,6.945736396,159.947583
225,9.999416271,139.987503
226,6.035737465,179.947583
227,9.004964377,127.473844
228,5.071456681,232.637807
229,12.02106494,195.006206
230,5.049303717,267.642733
231,18.17247008,149.959755
232,15.31997698,220.114868
233,16.0708543,157.483594
234,7.873371451,127.474951
235,23.62866494,139.981577
236,25.8634566,255.133571
237,9.405224809,194.966286
238,12.84490034,179.965581
239,16.59325254,174.976769
240,20.35456039,187.609354
241,12.00925702,169.937833
242,2.861423443,115.002061
243,14.20349453,152.462354
244,4.98152586,207.609354
245,23.12150846,147.503078
246,6.307178205,200.118516
247,12.73622643,137.497825
248,12.00466914,134.980139
249,2.243757398,147.442069
250,1.583394702,197.494455
251,14.23487852,162.529926
252,15.28108311,210.151777
253,4.135827839,159.965581
254,9.740709475,190.173699
255,1.213704886,202.649979
256,11.86252419,134.950905
257,2.416685985,142.500692
258,6.73327535,114.997564
259,6.549035393,232.62403
260,10.57197066,242.628057
261,3.379756569,202.443347
262,8.959047529,124.993537
263,10.23679934,174.976769
264,14.96503088,225.145743
265,23.79323993,275.133571
266,11.45675389,287.642733
267,11.04076215,177.65076
268,7.425503428,220.114868
269,2.411712843,197.516854
270,2.009542213,194.974431
271,9.068119482,175.133074
272,1.926789854,147.478341
273,11.77389421,134.980139
274,2.585228303,157.483594
275,9.517703088,255.141716
276,9.532523799,137.439154
277,23.103996,235.159141
278,5.104873611,147.460067
279,6.877942744,232.637807
280,21.17839683,137.439154
281,1.586331702,129.948316
282,3.778174405,242.632554
283,11.58276897,187.609354
284,11.62258922,232.652038
285,20.78013031,159.980465
286,3.940297464,159.947583
287,11.38099891,137.487242
288,1.473304337,245.131966
289,12.75609778,117.439154
290,6.253919786,209.993134
291,18.9537053,169.974105
292,9.640061615,197.470195
293,5.201330266,137.516476
294,12.42120946,207.475448
295,8.134438503,160.00128
296,14.86764776,147.478341
297,5.548652108,127.488728
298,18.35541838,139.981577
299,7.62779591,220.132293
300,4.439685675,214.952509
301,11.16903388,139.99789
302,14.14101821,270.160419
303,3.212400569,202.443347
304,16.84928353,172.47417
305,3.834727471,137.468388
306,6.198230305,104.962874
307,4.216732972,174.969934
308,4.355064781,139.99789
309,4.030250374,144.988941
310,9.915959247,114.997564
311,9.821728297,172.484753
312,9.183905417,124.97808
313,8.892893007,174.991856
314,7.661226872,92.488023
315,12.4767812,139.965008
316,2.462148717,192.470522
317,14.09942339,220.118516
318,7.272649386,232.622804
319,3.999030359,210.156274
320,3.115945151,114.972827
321,13.67931764,149.977753
322,14.6728104,184.985293
323,5.953547112,132.479779
324,11.74635394,190.12704
325,5.954024226,92.488023
326,22.8577804,220.114868
327,1.407866545,107.495766
328,21.08265979,169.967067
329,11.10356439,222.679213
330,9.734064703,200.132293
331,12.21754865,262.610632
332,2.423722078,152.495236
333,13.66061487,202.636202
334,8.701581043,127.478341
335,4.844060027,159.983006
336,6.485034974,124.960655
337,1.14113241,252.62403
338,7.69213424,104.97808
339,13.73012915,204.961033
340,5.690013293,245.145743
341,6.68894661,95.019486
342,9.475983046,169.937833
343,4.893221514,207.475448
344,2.656915117,114.983787
345,8.381515693,232.637807
346,14.53315436,225.131966
347,13.62832619,212.641455
348,1.281566108,152.495236
349,3.365552603,134.950905
350,5.397827503,200.132293
351,9.001231999,197.470195
352,10.9750814,192.456745
353,7.825845378,162.471255
354,14.12966281,222.660939
355,14.66914461,114.950905
356,5.388165017,182.446995
357,2.810825808,95.005709
358,2.485229169,172.456745
359,2.051069457,177.65076
360,6.10108047,207.638588
361,4.950398978,220.118516
362,10.16660427,137.468388
363,12.29558653,159.965008
364,24.8868126,182.465269
365,9.660361769,129.977753
366,7.663625954,112.484375
367,5.25445262,127.488728
368,13.59137366,162.471255
369,12.3492819,154.961766
370,18.37317391,194.976769
371,8.498042024,192.48852
372,22.33583015,162.452604
373,1.541545443,107.48056
374,12.78453216,142.482694
375,2.527681829,165.018175
376,7.065506244,125.007314
377,4.258552081,139.987503
378,4.801969514,112.455141
379,5.204853319,212.622804
380,32.0730133,182.460772
381,11.16847385,159.947583
382,16.8000196,245.145743
383,17.6210362,149.977753
384,17.18829795,184.967019
385,17.52138221,92.455141
386,10.4103675,149.944668
387,3.310281145,167.456419
388,2.993625911,197.516854
389,16.26037537,152.488401
390,3.045064701,162.482694
391,15.35762157,262.610632
392,5.940902789,190.173699
393,5.988505209,187.513939
394,7.138784756,212.641455
395,8.951793883,104.964303
396,4.221959275,232.637807
397,9.797427154,142.499263
398,10.90397471,277.63748
399,1.665591776,112.455141
400,8.611218573,220.118516
401,1.28507969,139.951231
402,1.379696124,184.978458
403,3.084376591,210.138
404,2.43754565,142.468917
405,3.288124191,160.00128
406,32.30772134,127.481989
407,13.46565415,162.452604
408,19.244458,172.457857
409,8.69085131,255.155493
410,3.778575882,184.979684
411,10.27819073,175.006206
412,4.156887945,112.455141
413,11.32083915,194.958118
414,5.254442453,172.44408
415,5.2551003,200.165175
416,6.417132666,127.460067
417,18.61278731,147.478341
418,4.924623699,207.49737
419,6.325942162,169.937833
420,17.22220989,152.457857
421,3.238699239,162.460772
422,6.437878909,200.132293
423,15.22323989,182.460772
424,7.484425045,124.97808
425,7.218752772,230.105118
426,11.69875604,147.473844
427,10.03363969,142.482694
428,18.46162568,152.479779
429,16.52138638,105.010962
430,13.83290937,114.965789
431,5.02568958,184.978458
432,2.644787483,134.950905
433,2.522962069,182.490006
434,3.508974199,192.470522
435,11.50651216,149.962093
436,10.96319721,95.019486
437,5.505247606,245.174977
438,14.16961729,169.944668
439,10.27782059,207.49737
440,3.364993591,245.145743
441,9.307770559,127.478341
442,1.171557288,182.467607
443,7.262579715,267.642733
444,17.06899012,104.992311
445,10.8600084,164.978458
446,16.48065356,240.114868
447,10.85041661,124.960655
448,4.85576672,127.442069
449,1.715329149,169.992756
450,21.71097206,169.992756
451,3.470685398,179.979358
452,1.914386255,134.950905
453,9.16272705,192.440432
454,7.457173484,172.440432
455,4.991605214,212.669463
456,10.5903229,175.133074
457,14.68216127,159.965008
458,5.440398012,112.484375
459,11.92300936,179.965581
460,9.461939857,252.62403
461,13.90000955,95.005709
462,13.99579075,240.114868
463,13.44056701,105.010962
464,3.179043613,182.45383
465,14.58066686,149.944668
466,17.24908083,144.960655
467,2.760467902,187.609354
468,20.04140358,129.962093
469,8.001673351,129.976324
470,1.092219692,192.440432
471,14.68600159,172.44408
472,4.135515169,117.485813
473,9.086633107,159.965008
474,9.493585403,167.484705
475,5.372758028,129.962093
476,13.82188875,139.981577
477,2.598489694,124.97808
478,12.9401487,255.137219
479,4.957713222,230.105118
480,28.79864005,182.460772
481,7.176411327,255.155493
482,5.709925704,172.457857
483,3.956375328,137.483594
484,1.033067819,167.456419
485,2.206152519,127.495766
486,3.820262172,287.642733
487,2.640977982,167.456419
488,5.622660986,164.988941
489,1.634394387,242.632554
490,2.012075635,130.006414
491,10.06913982,257.63748
492,6.935335786,129.977753
493,15.56741347,232.622804
494,12.75071284,182.467607
495,8.573785357,220.132293
496,13.86188691,252.637807
497,10.77929667,142.452604
498,16.88097916,94.972827
499,16.92163398,210.105118
500,11.91663193,92.455141
501,2.81822785,194.969934
502,5.100566529,129.977753
503,4.806882153,242.628057
504,5.658327457,197.48762
505,2.649525158,242.610632
506,18.76976086,139.934918
507,13.04542381,112.455141
508,1.534192133,182.490006
509,9.039309605,149.988989
510,10.15330548,107.495766
511,8.792119046,92.455141
512,1.542556879,225.145743
513,13.65776694,232.62403
514,5.165404738,207.638588
515,13.17859958,175.133074
516,1.557206083,242.628057
517,7.226076469,184.964681
518,20.91720893,182.443347
519,7.228526307,117.485813
520,20.43854626,139.99789
521,2.915827364,149.937833
522,9.709171662,157.469817
523,1.939549257,152.510442
524,1.502124145,139.99789
525,1.906368477,139.951231
526,15.60605339,117.439154
527,2.084396413,235.137219
528,1.781895205,149.977753
529,2.050742411,149.991327
530,2.447649309,149.97755
531,10.81997919,172.456745
532,8.650238791,137.439154
533,8.878536605,197.494455
534,2.359067126,204.961033
535,6.811759674,162.482694
536,5.207179461,159.964152
537,9.450195459,169.974105
538,10.6312597,129.959755
539,3.564836875,119.989722
540,1.815836226,179.947583
541,8.932053699,167.456419
542,7.349620762,240.114868
543,14.71424943,194.976769
544,7.073151031,245.146969
545,1.597765127,139.987503
546,8.054118994,197.483972
547,14.96135055,190.173699
548,22.76986341,197.470195
549,2.519975147,149.974105
550,5.915247686,204.979684
551,7.793733508,152.502178
552,20.44846104,225.131966
553,10.40161068,202.636202
554,11.40192641,127.460067
555,7.604093453,162.482694
556,12.85397739,104.962874
557,1.410971237,169.937833
558,8.874920206,159.934918
559,6.013261132,217.470195
560,9.306233406,245.146969
561,4.902104964,177.48762
562,1.894776657,162.465269
563,5.204111135,147.456419
564,1.375013189,134.950905
565,1.387575524,127.442069
566,2.685677496,184.978458
567,5.511437756,137.468388
568,16.58244758,182.443347
569,14.17620441,172.487091
570,10.81527088,162.500692
571,20.01892414,137.439154
572,6.956508263,220.114868
573,8.274610767,159.994242
574,6.786723844,159.964152
575,3.605888824,275.133571
576,10.19243185,194.958118
577,3.998433243,124.97808
578,4.964368923,92.455141
579,5.884557067,229.993134
580,1.084656113,147.478341
581,7.21126107,179.947583
582,2.140387928,175.006206
583,7.931439645,204.963371
584,14.08939653,210.12704
585,9.232644617,184.967019
586,6.951491551,200.118516
587,3.137169138,114.965789
588,11.85998919,134.980139
589,3.113737885,92.488023
590,4.985175451,137.483594
591,11.41238102,137.483594
592,15.37990405,207.638588
593,3.775528995,114.972827
594,5.30268427,207.609354
595,2.843930975,134.950905
596,13.70230727,240.114868
597,4.768869377,149.959755
598,14.57312339,134.950905
599,17.28022598,204.963371
600,16.1217624,149.977753
601,2.437089876,139.934918
602,5.822867455,197.628838
603,16.18199957,152.479779
604,14.46037646,139.95684
605,1.504124801,229.993134
606,7.737353244,142.471255
607,4.109952242,159.947583
608,2.566196093,240.114868
609,4.440328327,172.440432
610,12.3848312,169.967067
611,6.396338897,149.962093
612,10.03212915,134.950905
613,2.62036784,159.965008
614,3.795086086,232.637807
615,3.149071183,149.962093
616,3.484000437,184.963371
617,5.770302149,182.490006
618,2.981008475,159.951231
619,9.14991493,147.442069
620,11.38939562,242.632554
621,1.445148407,162.500489
622,6.143856241,172.457857
623,5.981775914,140.00128
624,2.08299524,144.988941
625,7.110141173,150.020764
626,3.041138012,275.133571
627,15.37394197,130.006414
628,3.905351198,197.48762
629,3.838043219,149.984492
630,5.141923371,184.978458
631,19.17821675,207.609354
632,12.36979696,139.99789
633,14.28414317,220.132293
634,3.769989038,242.632554
635,9.126959742,154.991856
636,2.684151079,139.987503
637,24.39432985,245.145743
638,4.676474348,187.609354
639,4.065555679,159.965008
640,19.95372925,192.440432
641,4.241019424,172.440432
642,14.02310297,204.961033
643,1.042140757,222.649979
644,4.483251529,159.951231
645,2.768037617,159.965008
646,6.357562637,152.510442
647,7.748370205,187.656013
648,6.90648504,184.978458
649,11.80191083,127.481989
650,20.75499393,220.118516
651,10.57261422,162.482694
652,5.260136013,245.146969
653,28.38835566,162.465269
654,2.451160296,149.984492
655,7.243986575,147.478341
656,1.876407503,184.963371
657,7.29973843,172.47417
658,11.24483017,200.132293
659,6.735352382,92.455141
660,5.991017375,214.966286
661,16.67574291,127.458638
662,10.28281832,120.003499
663,19.21689293,210.105118
664,11.34954445,142.500692
665,1.846161288,79.978861
666,14.86270396,137.468388
667,2.216583602,134.950905
668,16.53708435,104.962874
669,3.7013893,102.474625
670,5.261502169,162.482694
671,7.279044337,159.994242
672,13.80323806,92.455141
673,15.92219451,255.155493
674,3.525858481,159.983006
675,9.85591776,169.944668
676,9.75910234,127.511223
677,5.506476096,95.019486
678,6.999864982,134.980139
679,19.50833872,112.455141
680,7.320050181,92.455141
681,8.886453729,127.442069
682,17.80378998,129.962093
683,7.847288476,112.484375
684,10.8040205,212.641455
685,7.798523158,220.161527
686,9.586248224,149.937833
687,9.428767036,232.641455
688,8.019086021,192.470522
689,5.78988794,194.966286
690,23.02862012,114.965789
691,2.72317525,192.48852
692,18.92157073,152.479779
693,11.90088632,154.961766
694,28.93788212,124.97808
695,1.570209934,152.44408
696,10.85959186,232.641455
697,1.338441957,182.465269
698,2.995498523,242.610632
699,10.56061324,202.443347
700,9.84141211,117.487242
701,16.66441267,184.979684
702,12.84120976,240.114868
703,5.759265746,184.967019
704,7.979145258,127.458638
705,19.28424826,184.985293
706,13.57977305,277.63748
707,3.520675631,172.457857
708,10.49916723,194.966286
709,1.72479919,174.975543
710,5.567028377,149.937833
711,11.84987964,112.455141
712,3.976305626,149.959755
713,5.759571228,277.63748
714,3.613513424,112.484375
715,5.156978882,117.439154
716,16.75922789,275.133571
717,13.85187885,147.456419
718,9.472450618,204.949594
719,6.636312277,127.474951
720,2.904448825,129.962093
721,4.800346852,242.610632
722,10.35063785,127.442069
723,14.71592037,104.964303
724,9.758067608,182.443347
725,9.820011726,159.947583
726,8.458573247,157.483594
727,8.508626757,129.948316
728,11.70347852,139.934918
729,29.8284414,222.649979
730,7.004427474,162.482694
731,7.439569893,125.007314
732,21.05353987,204.949594
733,6.050060777,139.965008
734,7.599617029,182.465269
735,5.473564746,104.992311
736,4.803306414,220.118516
737,6.051428262,154.991856
738,6.503513341,142.452604
739,1.650263525,147.442069
740,2.282601557,124.97808
741,15.70393958,220.118516
742,11.56648604,117.439154
743,1.322671871,95.019486
744,12.11795763,162.482694
745,9.539962975,159.947583
746,4.303745101,104.97808
747,7.607475355,117.483475
748,3.736763788,172.484753
749,22.39935475,169.937833
750,20.07541432,147.473844
751,7.677648117,175.133074
752,14.08292576,195.006206
753,11.14672304,127.458638
754,6.343374736,245.145743
755,21.1875693,220.132293
756,19.9441873,147.442069
757,3.196943016,275.119794
758,3.248169927,162.45383
759,6.248150471,124.964303
760,3.293435643,192.48852
761,1.754385394,104.97808
762,11.48773622,137.487242
763,5.711646401,124.97808
764,7.603357235,172.44408
765,2.084118551,114.972827
766,6.587201276,202.443347
767,4.603347641,159.983006
768,6.541066702,187.46728
769,4.332134531,157.469817
770,2.279259145,212.641455
771,9.043575718,172.470522
772,8.446160069,104.992311
773,3.990895779,134.950905
774,9.07068647,187.484705
775,16.97529426,149.988989
776,25.77611616,182.483267
777,3.189179387,210.105118
778,6.49110882,129.994975
779,8.908332009,194.974431
780,15.37107894,139.983006
781,9.715065141,262.610632
782,9.582004744,255.119794
783,5.84055678,192.470522
784,2.968358466,114.950905
785,9.294088005,129.99153
786,12.96208301,129.99153
787,2.831804349,114.972827
788,9.322934248,159.979358
789,11.75027091,164.964681
790,6.509951549,159.965581
791,3.087125795,160.00128
792,5.310878954,149.959755
793,4.208227552,222.628057
794,4.933319572,204.963371
795,6.284107728,172.44408
796,2.179548523,220.114868
797,9.289517752,149.97755
798,12.55438733,270.160419
799,28.86969715,152.44408
800,8.063547235,232.62403
801,4.612099351,222.632554
802,14.60526414,262.610632
803,11.95255483,179.979358
804,5.044076415,165.01134
805,13.55218661,242.628057
806,7.748288711,182.465269
807,8.360649713,92.455141
808,9.162445307,179.965581
809,5.823321565,255.119794
810,8.294910436,182.460772
811,29.10639477,127.458638
812,5.786960464,207.609354
813,19.70266217,117.468591
814,4.455386749,95.005709
815,9.44860885,217.470195
816,4.986528165,245.146969
817,12.00858052,177.48762
818,10.26390461,172.44408
819,1.525343103,232.652038
820,11.78880203,147.442069
821,24.19132114,242.61428
822,14.37727698,172.487091
823,1.128335443,212.641455
824,5.691421867,154.975543
825,6.492246879,154.975543
826,3.831221517,207.481057
827,11.08306586,127.495766
828,7.48578642,127.442069
829,8.654535873,194.976769
830,5.179004124,114.997564
831,1.440416687,207.638588
832,7.542749465,184.971516
833,4.607336316,182.446995
834,6.28842083,169.944668
835,1.532973151,220.132293
836,15.74763468,142.452604
837,23.956929,129.994975
838,9.073819276,139.979239
839,4.310152224,157.483594
840,19.76529476,200.118516
841,17.71637154,149.959755
842,17.37839741,182.460772
843,5.130341596,212.641455
844,6.588311936,149.977753
845,4.222122394,129.976324
846,10.81273093,152.466002
847,1.078815111,142.482694
848,7.161869147,132.479779
849,4.313377262,149.984492
850,11.38490458,240.114868
851,26.01552533,230.105118
852,4.784582646,129.994975
853,5.110718131,159.980465
854,8.802527803,117.468591
855,4.667703398,247.664655
856,7.455148937,184.993915
857,4.475652318,162.467607
858,17.28550612,277.651257
859,2.284207057,172.455519
860,5.028564472,149.959755
861,11.09808176,172.456745
862,2.010353461,169.992756
863,5.240131023,172.440432
864,3.414733275,194.988208
865,1.901532614,235.141716
866,5.541384803,242.61428
867,5.62805389,117.51525
868,8.791194482,127.458638
869,3.11643578,179.947583
870,2.086431077,139.934918
871,12.84560044,92.488023
872,2.704019894,117.472036
873,1.656338685,187.481057
874,14.89720747,225.145743
875,8.735757967,159.965008
876,1.161803984,255.141716
877,13.76871228,184.993915
878,18.66504433,149.984492
879,13.01023159,182.465269
880,5.803901847,129.948316
881,5.295927221,152.47417
882,2.463011656,207.49737
883,14.04985628,154.991856
884,4.849677072,137.468591
885,9.595456517,207.481057
886,15.16937697,137.439154
887,9.195415365,252.62403
888,13.04114417,194.999168
889,1.79772408,152.509013
890,6.471903209,137.439154
891,9.923586914,267.664655
892,5.36237356,157.469817
893,3.317348927,154.975543
894,10.79186592,117.439154
895,3.505235526,182.476229
896,11.7391369,142.485486
897,13.00962018,162.452604
898,4.709035899,144.960655
899,1.611546284,129.994975
900,11.55987401,129.962093
901,5.261212465,212.655686
902,15.806584,104.962874
903,13.17849974,147.478341
904,11.58317216,134.980139
905,12.05713486,127.488728
906,3.105139512,220.132293
907,9.137809439,184.967019
908,7.176700824,124.964303
909,6.991642782,182.467607
910,9.637781398,162.500692
911,2.368283285,172.470522
912,9.651065829,212.669463
913,8.730405893,257.63748
914,4.173314039,222.628057
915,15.42700763,152.479779
916,12.91213895,112.455141
917,3.679255472,142.485486
918,10.34327947,162.471255
919,5.451895614,159.964152
920,12.81881129,194.958118
921,8.277054038,149.944668
922,14.31596419,182.460772
923,5.259033624,204.949594
924,14.44810037,120.003499
925,4.245035615,164.985293
926,4.035770971,172.503404
927,6.434280902,277.651257
928,5.425068599,275.133571
929,2.729451922,152.510442
930,5.134989649,184.971516
931,6.979009919,227.475448
932,4.816592997,184.967019
933,3.861708438,129.977753
934,11.58576976,275.119794
935,1.740841699,194.958118
936,10.50397242,139.99789
937,4.906579535,115.002061
938,15.90065569,192.440432
939,1.276890621,139.965008
940,5.915225146,182.443347
941,2.646328849,159.964152
942,13.7944302,139.934918
943,1.550579619,177.65076
944,10.03364243,210.105118
945,14.63294721,172.44408
946,7.380291282,117.472036
947,1.047382039,144.960655
948,2.371911572,210.12704
949,4.905988692,192.470522
950,2.253077812,150.006987
951,1.59959844,169.937833
952,27.46106977,222.649979
953,1.457335487,200.118516
954,17.34243942,255.137219
955,9.759495559,190.12704
956,16.66814552,117.485813
957,16.66213522,220.132293
958,14.38485335,142.468917
959,1.443775322,142.471255
960,9.349597147,275.133571
961,4.945014197,162.482694
962,8.015401085,114.983787
963,1.153881327,204.949594
964,18.09905454,147.460067
965,2.625315241,139.99789
966,11.20984456,190.12704
967,5.566520625,222.632554
968,2.380500918,139.979239
969,8.979360083,200.132293
970,8.840888613,172.44408
971,8.137267032,179.947583
972,2.258852671,235.141716
973,2.010811355,172.440432
974,1.591333405,240.114868
975,7.918062789,152.479779
976,1.515452465,210.138
977,3.857300987,154.975543
978,7.882710227,127.442069
979,3.950587999,162.446995
980,14.02849733,230.105118
981,6.721823696,262.610632
982,1.796688583,149.99153
983,12.51401968,187.609354
984,9.485268741,104.97808
985,19.02547148,222.636202
986,2.506101194,255.155493
987,7.55918608,129.962093
988,1.692982143,229.993134
989,6.069124406,149.948316
990,3.079467822,220.132293
991,6.240783682,149.962093
992,11.76491612,190.173699
993,4.868716415,179.965581
994,5.011675804,225.131966
995,15.27829427,230.105118
996,4.06047424,210.156274
997,9.618627021,152.509013
998,4.952763872,149.948316
999,1.819217843,265.146969
1000,16.62593689,242.61428
1001,6.429025787,167.456419
1002,5.31868521,190.159922
1003,16.4659765,242.657291
1004,9.188837964,132.479779
1005,13.3771743,139.95684
1006,5.688867768,207.609354
1007,2.049006759,104.962874
1008,22.11524673,172.456745
1009,6.524843094,124.964303
1010,3.976063151,179.979358
1011,24.64624542,137.439154
1012,7.852675802,127.458638
1013,6.745272795,210.105118
1014,11.42508906,222.636202
1015,3.328266165,172.510442
1016,2.722310392,220.114868
1017,9.907505405,117.485813
1018,4.319159918,287.642733
1019,11.34544436,140.00128
1020,15.0349197,207.46728
1021,18.39607984,124.960655
1022,19.03625416,162.460772
1023,8.846951024,157.483594
1024,18.33393114,129.977753
1025,18.29391747,172.47417
1026,12.43358232,149.948316
1027,4.303849456,182.446995
1028,9.539729035,182.460772
1029,6.339774346,132.466002
1030,4.969645421,287.642733
1031,5.376652863,162.497044
1032,11.67460124,139.987503
1033,24.71916223,179.965581
1034,4.354733929,172.47417
1035,10.11019941,82.496547
1036,14.69261964,124.960655
1037,2.39088492,124.960655
1038,2.606228436,129.99153
1039,13.08606275,222.649979
1040,3.644232332,255.141716
1041,1.415346194,172.455519
1042,15.1418246,127.458638
1043,2.601455981,232.641455
1044,14.5875554,182.460772
1045,13.37654004,184.963371
1046,4.486607929,187.484705
1047,7.904120653,115.002061
1048,2.017579009,142.485486
1049,9.716257401,147.460067
1050,18.05033087,92.455141
1051,8.700517617,179.947583
1052,7.25493599,270.160419
1053,5.898536601,267.642733
1054,4.929637705,92.488023
1055,8.713385365,232.641455
1056,13.0035986,172.487091
1057,14.45990083,232.622804
1058,5.837241927,79.978861
1059,10.81815085,172.456745
1060,4.764739683,182.460772
1061,4.056889119,242.61428
1062,9.876537733,127.511223
1063,1.018519598,160.01224
1064,8.938308825,184.978458
1065,4.187033385,157.469817
1066,14.7804282,162.467607
1067,15.24536909,210.12704
1068,9.690818661,199.990219
