,Churn,Contract_Month-to-month,Contract_One year,Contract_Two Year,DeviceProtection,Gender_Female,Gender_Male,Gender_Nonbinary,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,MonthlyCharge,Multiple,OnlineBackup,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Phone,StreamingMovies,StreamingTV,Techie,Tenure
48,0,0,0,1,0,1,0,0,0,0,1,104.962874,0,0,1,0,0,0,1,0,1,0,7.760290062
49,0,1,0,0,0,1,0,0,0,0,1,92.488023,0,0,0,0,1,0,1,0,0,0,11.56938439
50,1,1,0,0,1,1,0,0,1,0,0,184.979684,1,0,1,0,0,0,1,1,0,0,3.343811019
51,1,1,0,0,1,1,0,0,0,0,1,187.656013,0,0,0,1,0,0,1,1,1,0,7.338869531
52,0,1,0,0,1,1,0,0,0,1,0,149.962093,0,0,0,0,1,0,1,0,1,0,5.486534225
53,1,0,1,0,0,1,0,0,0,1,0,169.944668,1,0,0,1,0,0,1,0,1,1,1.55278221
54,1,1,0,0,1,0,1,0,0,1,0,160.00128,1,0,0,0,0,1,1,0,0,0,12.07970325
55,0,0,1,0,1,1,0,0,1,0,0,129.962093,0,0,0,0,0,1,1,0,1,0,13.98666226
56,1,1,0,0,0,0,1,0,1,0,0,114.950905,0,1,0,0,1,0,1,0,0,0,9.563362997
57,0,0,0,1,1,1,0,0,0,0,1,142.515576,0,0,0,0,0,1,1,1,0,0,6.732948946
58,1,0,0,1,0,0,1,0,0,0,1,220.14775,1,0,0,1,0,0,1,1,1,0,15.72071086
59,0,0,0,1,1,1,0,0,0,1,0,124.97808,0,0,0,0,1,0,1,0,0,0,7.233605493
60,0,0,1,0,0,1,0,0,1,0,0,164.964681,0,1,0,0,0,1,1,1,0,0,2.871017037
61,0,1,0,0,1,0,1,0,0,1,0,194.976769,1,0,0,0,1,0,1,0,1,0,2.344875382
62,1,1,0,0,0,1,0,0,1,0,0,152.455519,0,1,0,0,0,1,1,1,0,0,7.960490246
63,0,1,0,0,1,0,1,0,0,0,1,92.5018,0,0,0,0,0,1,1,0,0,0,12.25062113
64,0,1,0,0,1,1,0,0,0,0,1,127.488728,0,0,0,0,1,0,1,1,0,1,9.634946079
65,0,0,0,1,1,0,1,0,1,0,0,184.963371,1,1,1,0,0,0,1,0,1,0,7.916533093
66,1,1,0,0,1,1,0,0,0,1,0,265.146969,1,0,1,0,0,0,1,1,1,0,4.471254161
67,1,1,0,0,0,0,1,0,0,1,0,207.609354,0,0,1,0,0,0,1,1,1,0,10.79028074
68,0,1,0,0,0,0,1,0,1,0,0,152.462354,1,0,0,0,1,0,1,0,1,0,12.24190682
69,1,1,0,0,1,1,0,0,1,0,0,200.132293,0,0,0,1,0,0,1,1,1,1,2.203859443
70,1,0,1,0,0,1,0,0,0,0,1,212.655686,0,1,0,0,1,0,1,1,1,0,23.92132231
71,1,0,1,0,0,0,1,0,1,0,0,255.119794,1,1,1,0,0,0,1,1,1,1,3.7311787
72,0,0,0,1,0,1,0,0,0,1,0,134.950905,0,1,1,0,0,0,1,0,0,0,7.980015371
73,1,1,0,0,1,0,1,0,0,1,0,255.137219,0,1,0,0,1,0,1,1,1,0,9.190009376
74,1,1,0,0,1,0,1,0,0,1,0,214.966286,1,1,1,0,0,0,1,1,0,0,2.378630018
75,1,0,1,0,1,1,0,0,1,0,0,270.160419,1,1,0,0,1,0,1,1,1,0,5.43464555
76,1,0,0,1,1,1,0,0,0,0,1,200.165175,0,0,0,0,1,0,0,1,1,0,1.092361222
77,0,0,0,1,0,0,1,0,1,0,0,149.937833,0,1,1,0,0,0,1,1,0,0,20.13981517
78,1,1,0,0,0,1,0,0,0,1,0,240.114868,1,0,0,0,0,1,1,1,1,0,24.64873861
79,0,1,0,0,1,0,1,0,0,1,0,127.495766,0,0,0,1,0,0,1,0,0,0,9.677739656
80,1,0,1,0,0,1,0,0,1,0,0,187.609354,0,0,0,0,1,0,1,1,1,0,9.82814183
81,0,1,0,0,1,0,1,0,0,1,0,169.992756,1,0,0,1,0,0,1,0,0,1,7.832238337
82,0,0,0,1,0,1,0,0,0,1,0,192.456745,1,0,0,0,0,1,1,1,0,0,19.45250317
83,0,1,0,0,1,0,1,0,1,0,0,120.004928,0,0,0,1,0,0,1,0,0,0,14.34766616
84,0,0,1,0,1,1,0,0,0,1,0,195.006206,1,1,1,0,0,0,1,0,0,0,2.257358355
85,0,0,1,0,0,0,1,0,0,1,0,139.95684,0,0,0,1,0,0,1,0,1,0,2.358129018
86,0,1,0,0,0,0,1,0,0,0,1,114.983787,0,1,1,0,0,0,1,0,0,1,4.650578623
87,1,1,0,0,0,1,0,0,0,0,1,207.638588,1,0,0,0,1,0,1,1,1,0,3.721772616
88,1,1,0,0,0,1,0,0,1,0,0,187.609354,0,0,0,0,1,0,1,1,1,0,3.76663012
89,0,0,1,0,0,1,0,0,0,1,0,134.950905,0,1,1,0,0,0,1,0,0,0,4.151256695
90,1,1,0,0,1,1,0,0,0,1,0,192.470522,1,0,0,0,0,1,1,1,0,0,2.188918771
91,1,1,0,0,1,1,0,0,1,0,0,222.628057,0,1,0,0,0,1,0,1,1,0,13.85488928
92,0,0,0,1,0,1,0,0,0,1,0,162.468917,0,0,0,0,1,0,1,1,0,0,3.273341151
93,1,0,0,1,1,0,1,0,1,0,0,159.979358,1,1,0,0,1,0,1,0,0,0,19.75096265
94,0,0,0,1,1,0,1,0,1,0,0,184.979684,1,0,0,0,0,1,1,1,0,0,18.38404445
95,1,1,0,0,1,1,0,0,0,1,0,245.145743,0,1,0,1,0,0,1,1,1,0,4.672610857
96,0,1,0,0,1,1,0,0,0,1,0,124.97808,0,0,0,0,1,0,1,0,0,0,6.796299371
97,1,1,0,0,1,0,1,0,0,1,0,187.484705,0,1,0,0,0,1,1,0,1,0,12.97632235
98,0,1,0,0,1,0,1,0,0,1,0,162.500692,0,1,0,0,0,1,1,0,0,0,20.31163945
99,0,0,1,0,1,0,1,0,0,1,0,182.467607,1,0,0,0,1,0,1,0,1,0,6.998814446
100,1,1,0,0,1,0,1,0,0,0,1,222.660939,0,1,0,1,0,0,0,1,1,0,14.46288204
101,0,0,1,0,1,0,1,0,0,1,0,182.467607,1,0,1,0,0,0,1,0,1,0,11.13472066
102,1,1,0,0,1,1,0,0,0,0,1,220.161527,1,0,0,0,0,1,1,1,1,0,2.542296644
103,0,0,0,1,0,0,1,0,0,1,0,169.937833,0,1,0,0,1,0,1,1,0,0,17.22596021
104,1,1,0,0,1,0,1,0,0,1,0,204.963371,1,1,0,0,0,1,0,0,1,0,22.79214163
105,1,1,0,0,1,0,1,0,0,1,0,204.963371,1,1,0,0,1,0,1,0,1,0,3.823689744
106,1,1,0,0,0,1,0,0,1,0,0,245.128318,1,1,0,1,0,0,1,1,1,0,10.77094687
107,1,1,0,0,0,0,0,1,0,0,1,172.473314,1,1,1,0,0,0,1,0,1,0,13.08671185
108,1,1,0,0,0,0,1,0,1,0,0,172.456745,1,0,1,0,0,0,0,1,0,0,14.76468813
109,1,1,0,0,1,0,1,0,0,1,0,194.976769,1,0,0,0,1,0,1,0,1,0,9.473091121
110,0,1,0,0,0,0,1,0,0,1,0,137.439154,0,0,1,0,0,0,1,0,1,0,5.197446331
111,1,0,0,1,1,1,0,0,0,1,0,192.470522,1,0,0,1,0,0,1,1,0,0,6.577552683
112,1,1,0,0,0,1,0,0,0,1,0,159.951231,0,0,0,0,0,1,1,1,0,0,3.174571918
113,0,1,0,0,0,0,1,0,0,1,0,112.455141,0,0,1,0,0,0,1,0,0,0,17.88002366
114,1,1,0,0,0,0,1,0,0,1,0,174.961766,0,1,0,0,0,1,1,0,1,1,13.12190056
115,0,1,0,0,0,1,0,0,0,1,0,162.452604,0,1,0,1,0,0,1,0,1,1,23.34617699
116,0,0,1,0,1,1,0,0,1,0,0,137.483594,1,0,0,0,0,1,1,0,0,1,6.311709178
117,0,0,0,1,1,1,0,0,0,1,0,275.133571,1,1,0,0,1,0,1,1,1,0,12.58298231
118,1,1,0,0,0,0,1,0,1,0,0,127.442069,0,0,0,0,1,0,1,1,0,0,7.120096363
119,1,0,0,1,0,0,1,0,0,0,1,210.138,0,1,0,0,1,0,1,1,1,1,9.344886869
120,0,0,0,1,0,1,0,0,1,0,0,147.456419,1,1,0,1,0,0,1,0,0,1,22.37815032
121,1,0,1,0,1,0,1,0,0,0,1,242.657291,1,1,0,1,0,0,1,1,1,0,4.799514433
122,0,1,0,0,0,0,1,0,0,0,1,114.983787,0,1,0,0,0,1,1,0,0,1,10.04672315
123,0,1,0,0,1,1,0,0,0,0,1,187.656013,0,0,1,0,0,0,1,1,1,0,8.156552837
124,0,0,0,1,1,1,0,0,0,0,1,149.991327,1,0,0,1,0,0,1,0,1,0,7.992791229
125,0,0,0,1,0,0,1,0,1,0,0,124.960655,1,0,1,0,0,0,1,0,0,1,7.231032028
126,1,1,0,0,1,0,1,0,0,0,1,220.161527,1,0,0,0,1,0,1,1,1,0,4.627672042
127,0,0,0,1,1,0,1,0,1,0,0,172.48852,1,1,1,0,0,0,0,0,0,0,10.05306287
128,0,0,0,1,1,0,1,0,1,0,0,120.004928,0,0,0,0,1,0,1,0,0,0,4.171044392
129,1,1,0,0,1,0,1,0,0,0,1,220.161527,1,0,0,0,0,1,1,1,1,0,4.568682641
130,1,1,0,0,1,1,0,0,1,0,0,139.965008,0,0,0,0,0,1,1,1,0,0,6.085030507
131,0,1,0,0,0,1,0,0,0,1,0,159.951231,0,0,0,0,0,1,1,1,0,0,2.730250735
132,1,1,0,0,0,1,0,0,1,0,0,184.949594,1,1,1,0,0,0,1,0,1,0,8.574901206
133,1,1,0,0,1,0,1,0,0,1,0,252.637807,1,0,0,0,0,1,1,1,1,0,9.743201772
134,0,1,0,0,0,0,1,0,0,1,0,112.455141,0,0,1,0,0,0,1,0,0,0,9.482919033
135,0,0,0,1,1,0,1,0,0,1,0,179.979358,1,1,0,0,1,0,1,0,0,0,8.447988841
136,0,0,1,0,0,0,1,0,0,1,0,202.443347,1,1,1,0,0,0,1,1,0,0,6.365998533
137,0,0,1,0,1,0,1,0,1,0,0,197.472533,1,1,1,0,0,0,1,0,1,0,7.251397592
138,1,0,1,0,1,1,0,0,0,1,0,255.155493,1,0,0,0,0,1,0,1,1,0,14.64011644
139,1,1,0,0,1,1,0,0,1,0,0,174.976769,1,0,0,0,1,0,1,0,1,1,11.71637124
140,0,0,0,1,1,1,0,0,0,1,0,169.992756,1,0,0,0,1,0,1,0,0,0,4.13273503
141,1,1,0,0,0,1,0,0,0,1,0,192.440432,1,1,1,0,0,0,1,0,1,0,2.887429547
142,0,1,0,0,1,0,1,0,0,1,0,182.460772,0,1,1,0,0,0,1,1,0,0,3.303030246
143,0,0,1,0,1,0,1,0,1,0,0,139.965008,0,0,0,1,0,0,1,1,0,0,5.15825129
144,1,1,0,0,0,0,1,0,0,0,1,137.461553,0,1,0,0,1,0,1,1,0,0,3.237560234
145,1,1,0,0,1,0,1,0,0,1,0,217.472533,1,1,1,0,0,0,1,0,1,0,2.733109234
146,1,0,0,1,0,0,0,1,0,0,1,210.138,0,1,0,0,0,1,1,1,1,0,3.180102025
147,0,0,0,1,0,0,1,0,1,0,0,104.964303,0,0,0,0,1,0,0,0,0,0,15.85983755
148,1,1,0,0,0,0,1,0,0,1,0,262.610632,1,1,1,0,0,0,1,1,1,0,11.73724209
149,1,1,0,0,0,1,0,0,0,0,1,152.488401,0,1,0,1,0,0,1,1,0,0,7.006240694
150,1,0,1,0,0,1,0,0,1,0,0,174.974431,1,0,0,1,0,0,1,1,0,0,5.562130367
151,0,0,1,0,0,1,0,0,0,1,0,220.118516,0,0,0,1,0,0,1,1,1,0,14.53027663
152,0,1,0,0,0,0,1,0,0,1,0,162.452604,0,1,0,0,0,1,1,0,1,1,5.905906389
153,1,1,0,0,0,1,0,0,1,0,0,184.961033,1,1,0,0,0,1,1,1,0,0,3.260462654
154,0,0,1,0,1,0,1,0,0,1,0,217.483972,1,1,0,0,1,0,1,1,0,0,18.91276578
155,0,0,0,1,0,1,0,0,0,1,0,220.118516,0,0,0,0,0,1,1,1,1,0,14.25617986
156,1,0,1,0,0,1,0,0,0,0,1,187.642236,0,0,1,0,0,0,1,1,1,1,7.983887266
157,0,0,0,1,0,0,1,0,0,1,0,174.961766,0,1,0,0,1,0,1,0,1,1,5.969967132
158,1,0,0,1,1,0,1,0,0,1,0,252.637807,1,0,0,0,1,0,1,1,1,0,19.95277818
159,0,0,1,0,1,0,1,0,0,0,1,130.024412,0,1,0,1,0,0,1,0,0,0,14.85781115
160,1,1,0,0,1,1,0,0,0,1,0,162.482694,0,0,0,1,0,0,1,1,0,0,2.600063739
161,1,1,0,0,1,1,0,0,0,1,0,182.467607,1,0,1,0,0,0,1,0,1,0,11.92299244
162,0,0,0,1,0,1,0,0,1,0,0,139.934918,0,1,0,0,0,1,1,0,1,0,5.972864167
163,1,0,0,1,1,1,0,0,0,0,1,200.165175,0,0,0,0,0,1,1,1,1,1,10.87555535
164,1,0,0,1,1,0,1,0,0,0,1,202.682861,0,0,0,0,0,1,1,1,1,0,16.00330155
165,0,0,0,1,0,1,0,0,0,1,0,159.951231,0,0,0,0,1,0,1,1,0,0,12.63074989
166,0,1,0,0,0,1,0,0,0,1,0,149.948316,0,0,0,0,0,1,1,0,1,0,8.4944392
167,1,1,0,0,0,1,0,0,0,1,0,149.959755,0,0,0,0,1,0,1,1,0,0,8.044444101
168,0,0,0,1,0,0,1,0,1,0,0,137.469817,1,0,0,0,1,0,1,0,0,0,12.07358377
169,1,0,1,0,1,0,1,0,0,0,1,187.656013,0,0,1,0,0,0,1,1,1,0,10.21634248
170,1,1,0,0,1,0,1,0,1,0,0,164.985293,1,0,0,0,0,1,1,0,1,0,15.50354683
171,1,1,0,0,1,0,1,0,0,1,0,159.965008,0,0,0,1,0,0,1,1,0,0,13.88004531
172,0,0,1,0,0,1,0,0,0,1,0,172.462354,1,0,0,0,1,0,1,0,1,0,19.48900163
173,1,0,0,1,0,1,0,0,0,1,0,204.949594,1,1,0,0,1,0,1,0,1,0,10.01771765
174,0,0,1,0,1,0,1,0,0,1,0,147.473844,0,1,0,0,1,0,1,0,0,0,7.34059599
175,1,1,0,0,1,1,0,0,0,1,0,162.471255,0,0,0,0,1,0,1,0,1,1,12.64742067
176,0,0,0,1,0,0,1,0,1,0,0,119.95684,0,0,0,0,0,1,1,0,1,0,8.850426839
177,1,0,1,0,0,1,0,0,0,1,0,207.609354,0,0,1,0,0,0,1,1,1,0,3.701557118
178,0,0,1,0,1,1,0,0,0,0,1,194.999168,1,1,0,0,0,1,1,1,0,0,2.976033785
179,0,0,0,1,1,0,0,1,0,1,0,174.975543,0,1,0,1,0,0,1,0,1,0,5.522376826
180,1,1,0,0,0,1,0,0,0,1,0,240.114868,1,0,0,0,0,1,1,1,1,0,15.64596698
181,1,1,0,0,0,0,0,1,0,1,0,240.114868,1,0,0,1,0,0,1,1,1,0,23.00764441
182,0,0,1,0,1,0,1,0,1,0,0,139.983006,0,1,0,0,0,1,1,0,0,0,17.24924155
183,1,1,0,0,0,0,1,0,0,1,0,240.114868,1,0,0,1,0,0,1,1,1,0,13.01107597
184,1,0,0,1,1,1,0,0,1,0,0,209.993134,1,1,1,0,0,0,1,1,0,0,5.104082209
185,0,0,0,1,0,1,0,0,1,0,0,147.456419,1,1,0,0,0,1,1,0,0,0,3.521499924
186,0,1,0,0,1,0,1,0,1,0,0,107.495766,0,0,0,0,0,1,1,0,0,0,8.08137067
187,1,1,0,0,1,1,0,0,0,0,1,152.502178,0,1,0,1,0,0,1,1,0,0,1.875430489
188,0,0,1,0,0,1,0,0,0,0,1,79.978861,0,0,1,0,0,0,1,0,0,0,5.587484456
189,0,0,0,1,1,1,0,0,1,0,0,142.482694,0,0,0,0,0,1,1,1,0,0,7.007695148
190,0,0,1,0,0,1,0,0,1,0,0,117.439154,0,0,1,0,0,0,1,0,1,0,1.408375942
191,1,1,0,0,1,1,0,0,0,1,0,220.132293,0,0,0,0,1,0,1,1,1,0,11.64983735
192,1,0,0,1,0,0,1,0,1,0,0,152.455519,0,1,0,0,1,0,1,1,0,1,2.964559883
193,0,1,0,0,0,1,0,0,0,1,0,174.961766,0,1,0,0,1,0,1,0,1,0,10.25635754
194,1,1,0,0,0,1,0,0,0,1,0,202.443347,1,1,1,0,0,0,1,1,0,0,3.892407013
195,1,0,0,1,0,0,1,0,0,1,0,210.12704,0,0,0,1,0,0,1,1,1,0,3.226996711
196,0,0,1,0,0,1,0,0,0,0,1,139.979239,0,1,1,0,0,0,1,1,0,0,15.87685513
197,0,0,0,1,1,0,1,0,1,0,0,139.965008,0,0,0,0,0,1,1,1,0,0,5.874064017
198,0,1,0,0,0,0,1,0,0,1,0,137.439154,0,0,1,0,0,0,1,0,1,0,3.756359276
199,0,1,0,0,0,1,0,0,0,0,1,102.474625,0,1,0,1,0,0,1,0,0,0,2.905283283
200,1,1,0,0,1,0,1,0,0,1,0,252.637807,1,0,0,0,1,0,1,1,1,0,1.474810061
201,1,1,0,0,1,0,1,0,0,0,1,194.999168,1,1,0,0,1,0,1,1,0,0,18.56165869
202,1,1,0,0,0,0,0,1,1,0,0,242.610632,1,1,1,0,0,0,1,1,1,0,12.39088509
203,0,1,0,0,0,1,0,0,0,0,1,127.458638,0,1,0,0,1,0,1,0,1,0,14.17192333
204,0,0,0,1,0,0,1,0,0,0,1,129.976324,0,1,0,0,1,0,1,0,1,0,3.86023041
205,1,0,1,0,0,1,0,0,0,1,0,240.114868,1,0,0,0,1,0,1,1,1,0,17.72593456
206,0,1,0,0,1,0,1,0,0,1,0,174.975543,0,1,1,0,0,0,1,0,1,0,3.043063167
207,0,0,1,0,0,1,0,0,0,1,0,169.944668,1,0,0,0,1,0,1,0,1,0,5.827112819
208,1,1,0,0,1,0,1,0,0,0,1,162.511928,1,0,0,0,1,0,1,1,0,0,4.648958177
209,0,1,0,0,0,1,0,0,1,0,0,119.95684,0,0,0,0,1,0,1,0,1,0,11.96274778
210,0,1,0,0,0,0,1,0,0,1,0,137.439154,0,0,1,0,0,0,0,0,1,0,4.525864256
211,0,0,0,1,0,1,0,0,0,1,0,207.46728,1,1,0,1,0,0,1,0,1,1,8.038308899
212,0,0,1,0,0,1,0,0,1,0,0,149.974105,1,1,1,0,0,0,1,0,0,0,1.416592892
213,0,1,0,0,1,0,1,0,0,0,1,225.178625,0,1,0,0,1,0,1,1,1,0,19.83504645
214,1,1,0,0,1,1,0,0,1,0,0,232.637807,1,0,0,0,1,0,0,1,1,0,15.85002222
215,0,1,0,0,0,0,1,0,0,0,1,117.472036,0,0,0,1,0,0,1,0,1,0,15.94935291
216,0,1,0,0,0,0,1,0,1,0,0,137.469817,1,0,0,0,1,0,1,0,0,0,11.94550648
217,0,1,0,0,1,1,0,0,0,1,0,220.132293,0,0,0,0,1,0,1,1,1,0,16.03360405
218,0,0,0,1,0,1,0,0,1,0,0,124.960655,1,0,1,0,0,0,1,0,0,0,21.29342532
219,0,0,1,0,1,1,0,0,1,0,0,199.990219,1,1,1,0,0,0,1,0,1,1,4.95598008
220,1,1,0,0,0,1,0,0,1,0,0,159.947583,1,0,1,0,0,0,1,1,0,0,2.73951266
221,1,0,1,0,1,1,0,0,0,1,0,245.145743,0,1,0,0,1,0,0,1,1,0,4.973046104
222,1,1,0,0,1,1,0,0,0,1,0,255.155493,1,0,0,1,0,0,1,1,1,0,10.28430068
223,0,0,0,1,0,1,0,0,0,1,0,134.950905,0,1,1,0,0,0,1,0,0,0,2.581692044
224,1,1,0,0,0,0,1,0,1,0,0,159.947583,1,0,0,1,0,0,1,1,0,0,6.945736396
225,0,1,0,0,0,0,1,0,1,0,0,139.987503,1,0,1,0,0,0,1,0,0,0,9.999416271
226,1,1,0,0,0,0,1,0,0,1,0,179.947583,1,0,1,0,0,0,1,1,0,0,6.035737465
227,0,1,0,0,1,1,0,0,1,0,0,127.473844,0,1,0,1,0,0,0,0,0,0,9.004964377
228,1,0,1,0,1,1,0,0,1,0,0,232.637807,1,0,0,1,0,0,1,1,1,0,5.071456681
229,1,1,0,0,1,0,1,0,0,1,0,195.006206,1,1,1,0,0,0,1,0,0,0,12.02106494
230,1,1,0,0,1,0,1,0,1,0,0,267.642733,1,1,1,0,0,0,1,1,1,1,5.049303717
231,0,0,0,1,0,1,0,0,0,1,0,149.959755,0,0,0,0,0,1,1,1,0,0,18.17247008
232,1,0,0,1,0,1,0,0,1,0,0,220.114868,1,0,1,0,0,0,1,1,1,0,15.31997698
233,0,1,0,0,1,1,0,0,0,1,0,157.483594,1,0,0,0,0,1,1,0,0,0,16.0708543
234,0,0,0,1,0,1,0,0,0,0,1,127.474951,0,0,0,0,1,0,1,1,0,0,7.873371451
235,0,0,0,1,1,1,0,0,0,0,1,139.981577,0,1,0,0,1,0,1,0,1,1,23.62866494
236,1,1,0,0,1,0,1,0,1,0,0,255.133571,1,1,0,0,1,0,1,1,1,0,25.8634566
237,1,0,1,0,1,1,0,0,1,0,0,194.966286,1,1,0,0,0,1,1,1,0,0,9.405224809
238,0,1,0,0,0,1,0,0,0,1,0,179.965581,1,1,0,0,0,1,1,0,0,1,12.84490034
239,1,1,0,0,1,0,1,0,1,0,0,174.976769,1,0,0,1,0,0,0,0,1,1,16.59325254
240,0,1,0,0,0,0,1,0,1,0,0,187.609354,0,0,0,0,1,0,1,1,1,0,20.35456039
241,0,1,0,0,0,1,0,0,0,1,0,169.937833,0,1,0,0,1,0,1,1,0,0,12.00925702
242,0,1,0,0,0,1,0,0,0,0,1,115.002061,1,0,0,1,0,0,1,0,0,0,2.861423443
243,1,1,0,0,0,0,1,0,1,0,0,152.462354,1,0,0,0,1,0,1,0,1,1,14.20349453
244,1,1,0,0,0,1,0,0,0,1,0,207.609354,0,0,0,0,1,0,1,1,1,0,4.98152586
245,0,1,0,0,1,1,0,0,0,0,1,147.503078,1,1,0,1,0,0,1,0,0,0,23.12150846
